chamado_id,cliente_id,canal,assunto,severidade,status,abertoEm,resolvidoEm,tempoResolucaoHoras,satisfacao,transacaoDisputadaId
CH0001915,CLI0526,App,Elogio ao atendimento,Média,Aberto,2025-12-20T21:03:11,,,,
CH0001916,CLI0459,Agência,Contestação de transação,Média,Resolvido,2025-10-15T12:50:41,2025-10-16T13:50:41,25,4,TX0002575
CH0001917,CLI0256,Telefone,Contestação de transação,Alta,Resolvido,2025-11-03T23:23:14,2025-11-06T22:23:14,71,3,TX0008299
CH0001918,CLI0504,Agência,Solicitação de cancelamento,Baixa,Em Andamento,2025-09-27T21:39:49,,,,
CH0001919,CLI0787,E-mail,Contestação de transação,Média,Resolvido,2025-10-21T04:37:07,2025-10-24T03:37:07,71,2,TX0005802
CH0001920,CLI1053,Telefone,Alteração cadastral,Baixa,Resolvido,2026-01-15T00:56:11,2026-01-17T13:56:11,61,4,
CH0001921,CLI1232,App,Contestação de transação,Média,Aberto,2025-10-10T18:04:35,,,,TX0014763
CH0001922,CLI0082,App,Dúvida sobre produto,Alta,Cancelado,2025-09-23T06:10:47,,,,
CH0001923,CLI0018,App,Contestação de transação,Baixa,Resolvido,2025-09-03T23:50:08,2025-09-04T08:50:08,9,4,TX0018229
CH0001924,CLI0152,Agência,Dúvida sobre fatura,Alta,Cancelado,2026-02-01T15:34:24,,,,
CH0001925,CLI1022,App,Solicitação de cancelamento,Média,Resolvido,2025-12-26T03:15:43,2025-12-29T12:15:43,81,3,
CH0001926,CLI0773,App,Problema no aplicativo,Baixa,Aberto,2025-11-18T22:46:50,,,,
CH0001927,CLI0175,Agência,Problema no aplicativo,Baixa,Resolvido,2025-11-16T06:19:39,2025-11-17T11:19:39,29,1,
CH0001928,CLI0575,Chat,Alteração cadastral,Alta,Resolvido,2026-01-16T12:42:57,2026-01-18T21:42:57,57,4,
CH0001929,CLI0105,Telefone,Dúvida sobre produto,Média,Resolvido,2025-11-15T02:54:53,2025-11-17T13:54:53,59,1,
CH0001930,CLI0905,Agência,Dúvida sobre fatura,Média,Resolvido,2026-01-09T15:36:13,2026-01-13T08:36:13,89,1,
CH0001931,CLI0578,Agência,Alteração cadastral,Média,Resolvido,2025-11-27T07:15:44,2025-11-28T21:15:44,38,3,
CH0001932,CLI0258,Telefone,Dúvida sobre produto,Baixa,Resolvido,2025-11-06T11:57:16,2025-11-09T08:57:16,69,4,
CH0001933,CLI0529,App,Contestação de transação,Baixa,Em Andamento,2026-01-15T12:15:59,,,,TX0023827
CH0001934,CLI0250,Telefone,Dúvida sobre fatura,Baixa,Resolvido,2025-10-25T18:36:24,2025-10-27T02:36:24,32,2,
CH0001935,CLI1270,Chat,Alteração cadastral,Alta,Resolvido,2025-11-23T07:06:11,2025-11-25T04:06:11,45,5,
CH0001936,CLI0246,App,Elogio ao atendimento,Baixa,Em Andamento,2026-01-14T17:08:00,,,,
CH0001937,CLI0074,App,Problema no aplicativo,Média,Em Andamento,2025-09-13T23:15:44,,,,
CH0001938,CLI0190,App,Alteração cadastral,Média,Resolvido,2026-02-03T01:50:35,2026-02-06T13:50:35,84,4,
CH0001939,CLI0289,Chat,Reclamação de atendimento,Média,Aberto,2025-11-06T03:39:51,,,,
CH0001940,CLI0350,Chat,Dúvida sobre produto,Baixa,Resolvido,2025-10-30T02:45:57,2025-10-30T23:45:57,21,4,
CH0001941,CLI0741,Telefone,Elogio ao atendimento,Média,Cancelado,2025-09-28T00:36:43,,,,
CH0001942,CLI1055,Telefone,Problema no aplicativo,Baixa,Resolvido,2026-01-06T07:41:23,2026-01-07T00:41:23,17,3,
CH0001943,CLI0645,Agência,Problema no aplicativo,Média,Cancelado,2026-01-07T19:37:40,,,,
CH0001944,CLI1250,Chat,Alteração cadastral,Baixa,Resolvido,2026-01-27T03:24:15,2026-01-29T18:24:15,63,3,
CH0001945,CLI1165,Chat,Problema no aplicativo,Baixa,Resolvido,2025-10-21T17:18:10,2025-10-24T00:18:10,55,3,
CH0001946,CLI0571,Agência,Elogio ao atendimento,Média,Resolvido,2025-09-27T18:59:40,2025-09-29T22:59:40,52,5,
CH0001947,CLI0027,App,Problema no aplicativo,Baixa,Resolvido,2026-02-28T21:44:12,2026-03-03T14:44:12,65,2,
CH0001948,CLI0311,Agência,Contestação de transação,Média,Resolvido,2025-10-15T19:20:35,2025-10-19T02:20:35,79,5,TX0005452
CH0001949,CLI0905,Telefone,Contestação de transação,Baixa,Resolvido,2025-11-21T22:05:11,2025-11-22T05:05:11,7,2,TX0023362
CH0001950,CLI0261,Agência,Dúvida sobre fatura,Baixa,Aberto,2025-10-04T00:39:15,,,,
CH0001951,CLI0104,App,Dúvida sobre produto,Baixa,Resolvido,2025-09-08T13:13:39,2025-09-12T01:13:39,84,3,
CH0001952,CLI0966,Chat,Problema no aplicativo,Baixa,Em Andamento,2026-02-18T07:21:56,,,,
CH0001953,CLI0855,App,Dúvida sobre fatura,Alta,Cancelado,2025-11-28T03:38:31,,,,
CH0001954,CLI0849,App,Dúvida sobre produto,Baixa,Aberto,2025-12-06T21:48:49,,,,
CH0001955,CLI0689,App,Contestação de transação,Média,Em Andamento,2025-09-18T15:25:59,,,,TX0015597
CH0001956,CLI0932,App,Alteração cadastral,Baixa,Resolvido,2026-01-23T20:16:26,2026-01-25T06:16:26,34,2,
CH0001957,CLI1287,App,Contestação de transação,Alta,Resolvido,2026-02-20T22:35:56,2026-02-24T19:35:56,93,2,TX0000134
CH0001958,CLI0186,Telefone,Contestação de transação,Baixa,Em Andamento,2025-11-14T09:45:31,,,,TX0015283
CH0001959,CLI0905,Agência,Dúvida sobre produto,Média,Em Andamento,2026-01-05T16:37:15,,,,
CH0001960,CLI0211,App,Dúvida sobre fatura,Baixa,Em Andamento,2026-02-16T20:03:40,,,,
CH0001961,CLI0405,Agência,Solicitação de cancelamento,Média,Resolvido,2026-02-07T11:34:49,2026-02-09T16:34:49,53,4,
CH0001962,CLI0701,E-mail,Problema no aplicativo,Média,Resolvido,2025-11-24T16:21:28,2025-11-26T14:21:28,46,1,
CH0001963,CLI0683,App,Contestação de transação,Baixa,Resolvido,2026-02-06T04:57:44,2026-02-07T08:57:44,28,4,TX0000443
CH0001964,CLI1195,Chat,Solicitação de cancelamento,Média,Cancelado,2025-11-08T11:41:05,,,,
CH0001965,CLI0138,Chat,Dúvida sobre fatura,Baixa,Resolvido,2025-09-02T13:50:59,2025-09-05T21:50:59,80,2,
CH0001966,CLI0943,Telefone,Contestação de transação,Média,Resolvido,2026-01-26T14:54:23,2026-01-30T02:54:23,84,3,TX0000054
CH0001967,CLI0246,App,Solicitação de cancelamento,Alta,Resolvido,2025-10-26T10:54:28,2025-10-26T22:54:28,12,4,
CH0001968,CLI0787,Telefone,Contestação de transação,Média,Resolvido,2026-02-01T04:10:59,2026-02-04T12:10:59,80,5,TX0005316
CH0001969,CLI1265,E-mail,Alteração cadastral,Alta,Resolvido,2025-10-19T11:17:04,2025-10-22T02:17:04,63,3,
CH0001970,CLI1207,Agência,Reclamação de atendimento,Alta,Resolvido,2026-01-25T09:34:52,2026-01-26T20:34:52,35,2,
CH0001971,CLI0621,Chat,Dúvida sobre fatura,Média,Aberto,2025-12-01T03:49:29,,,,
CH0001972,CLI0569,Telefone,Elogio ao atendimento,Média,Resolvido,2026-01-31T13:32:31,2026-02-01T11:32:31,22,5,
CH0001973,CLI1096,Agência,Problema no aplicativo,Média,Resolvido,2025-11-19T19:28:13,2025-11-22T16:28:13,69,1,
CH0001974,CLI0665,App,Problema no aplicativo,Média,Resolvido,2025-12-19T08:09:46,2025-12-20T02:09:46,18,4,
CH0001975,CLI0281,Agência,Alteração cadastral,Alta,Resolvido,2026-02-02T05:54:57,2026-02-04T18:54:57,61,5,
CH0001976,CLI0333,Chat,Contestação de transação,Baixa,Em Andamento,2025-12-22T14:55:18,,,,TX0016661
CH0001977,CLI0787,E-mail,Solicitação de cancelamento,Baixa,Resolvido,2026-02-20T00:59:29,2026-02-23T04:59:29,76,4,
CH0001978,CLI1204,E-mail,Problema no aplicativo,Baixa,Resolvido,2026-01-17T09:14:58,2026-01-21T08:14:58,95,3,
CH0001979,CLI0951,Agência,Elogio ao atendimento,Baixa,Resolvido,2025-12-16T13:33:44,2025-12-19T09:33:44,68,1,
CH0001980,CLI0827,App,Dúvida sobre fatura,Alta,Resolvido,2025-12-22T02:25:14,2025-12-24T20:25:14,66,5,
CH0001981,CLI0827,Chat,Reclamação de atendimento,Baixa,Em Andamento,2025-12-26T23:40:48,,,,
CH0001982,CLI0664,E-mail,Contestação de transação,Baixa,Aberto,2026-01-11T19:54:56,,,,TX0006033
CH0001983,CLI0157,App,Contestação de transação,Média,Resolvido,2026-01-27T17:54:02,2026-01-27T18:54:02,1,4,TX0010512
CH0001984,CLI0855,App,Alteração cadastral,Baixa,Resolvido,2025-09-18T19:39:02,2025-09-19T23:39:02,28,4,
CH0001985,CLI0097,Telefone,Contestação de transação,Baixa,Resolvido,2025-09-29T00:21:20,2025-09-30T08:21:20,32,2,TX0011191
CH0001986,CLI0299,Telefone,Solicitação de cancelamento,Baixa,Em Andamento,2026-01-21T11:52:48,,,,
CH0001987,CLI0690,Chat,Solicitação de cancelamento,Baixa,Resolvido,2025-12-31T08:15:44,2026-01-01T17:15:44,33,2,
CH0001988,CLI0049,App,Problema no aplicativo,Média,Resolvido,2025-09-12T23:43:35,2025-09-15T11:43:35,60,3,
CH0001989,CLI1062,Chat,Alteração cadastral,Alta,Cancelado,2025-10-10T04:34:17,,,,
CH0001990,CLI0346,E-mail,Elogio ao atendimento,Baixa,Resolvido,2026-01-25T22:45:06,2026-01-26T00:45:06,2,2,
CH0001991,CLI0402,Chat,Alteração cadastral,Alta,Em Andamento,2026-01-12T03:22:42,,,,
CH0001992,CLI1098,Chat,Reclamação de atendimento,Média,Resolvido,2025-10-27T18:21:22,2025-10-31T01:21:22,79,3,
CH0001993,CLI0176,App,Dúvida sobre fatura,Baixa,Resolvido,2026-02-20T20:40:58,2026-02-23T15:40:58,67,1,
CH0001994,CLI0874,App,Contestação de transação,Média,Aberto,2025-10-14T02:09:13,,,,TX0007599
CH0001995,CLI0277,App,Alteração cadastral,Baixa,Aberto,2025-10-10T18:46:10,,,,
CH0001996,CLI1180,App,Contestação de transação,Baixa,Resolvido,2025-09-18T18:52:20,2025-09-21T04:52:20,58,1,TX0006598
CH0001997,CLI0529,E-mail,Elogio ao atendimento,Baixa,Resolvido,2025-09-21T08:01:11,2025-09-25T08:01:11,96,1,
CH0001998,CLI0518,App,Problema no aplicativo,Alta,Resolvido,2025-09-15T23:57:50,2025-09-17T15:57:50,40,5,
CH0001999,CLI0334,Agência,Contestação de transação,Média,Em Andamento,2025-11-23T06:19:31,,,,TX0018756
CH0002000,CLI0591,App,Dúvida sobre produto,Média,Resolvido,2025-12-01T14:16:38,2025-12-02T23:16:38,33,2,
CH0002001,CLI0462,E-mail,Reclamação de atendimento,Alta,Resolvido,2026-01-09T04:55:03,2026-01-10T00:55:03,20,4,
CH0002002,CLI0113,App,Elogio ao atendimento,Baixa,Resolvido,2026-01-20T17:30:15,2026-01-21T16:30:15,23,1,
CH0002003,CLI0846,App,Elogio ao atendimento,Baixa,Resolvido,2026-02-07T23:50:03,2026-02-11T10:50:03,83,1,
CH0002004,CLI1181,App,Problema no aplicativo,Baixa,Resolvido,2025-12-28T09:58:03,2025-12-31T13:58:03,76,1,
CH0002005,CLI1224,Chat,Elogio ao atendimento,Alta,Em Andamento,2026-03-01T04:57:42,,,,
CH0002006,CLI0527,Telefone,Solicitação de cancelamento,Média,Resolvido,2025-11-17T02:41:30,2025-11-19T13:41:30,59,3,
CH0002007,CLI0436,App,Elogio ao atendimento,Baixa,Em Andamento,2025-11-25T19:30:23,,,,
CH0002008,CLI0432,Agência,Dúvida sobre produto,Média,Resolvido,2025-09-07T13:11:37,2025-09-10T18:11:37,77,2,
CH0002009,CLI0976,Chat,Elogio ao atendimento,Alta,Resolvido,2025-11-02T15:27:09,2025-11-03T11:27:09,20,4,
CH0002010,CLI1197,E-mail,Contestação de transação,Baixa,Resolvido,2026-02-10T19:34:44,2026-02-13T14:34:44,67,1,TX0021714
CH0002011,CLI0792,App,Dúvida sobre produto,Alta,Resolvido,2026-02-27T06:21:32,2026-03-01T12:21:32,54,3,
CH0002012,CLI1079,App,Alteração cadastral,Baixa,Em Andamento,2025-09-18T00:51:08,,,,
CH0002013,CLI0379,App,Problema no aplicativo,Baixa,Resolvido,2026-01-30T10:38:18,2026-02-02T17:38:18,79,2,
CH0002014,CLI0653,E-mail,Dúvida sobre produto,Baixa,Em Andamento,2026-01-27T14:36:55,,,,
CH0002015,CLI0772,Agência,Contestação de transação,Média,Resolvido,2025-09-20T04:38:49,2025-09-20T20:38:49,16,2,TX0020525
CH0002016,CLI0438,Agência,Elogio ao atendimento,Média,Resolvido,2025-12-05T14:02:21,2025-12-08T09:02:21,67,3,
CH0002017,CLI1081,Chat,Elogio ao atendimento,Baixa,Resolvido,2025-12-05T19:16:57,2025-12-09T12:16:57,89,2,
CH0002018,CLI0281,App,Dúvida sobre fatura,Baixa,Aberto,2026-01-30T08:44:05,,,,
CH0002019,CLI1047,E-mail,Solicitação de cancelamento,Baixa,Resolvido,2025-10-17T06:46:49,2025-10-19T18:46:49,60,2,
CH0002020,CLI0877,Telefone,Contestação de transação,Média,Resolvido,2026-01-01T02:27:57,2026-01-02T16:27:57,38,1,TX0023811
CH0002021,CLI0075,Agência,Reclamação de atendimento,Baixa,Resolvido,2025-10-03T01:19:18,2025-10-06T09:19:18,80,5,
CH0002022,CLI0386,Chat,Dúvida sobre produto,Média,Resolvido,2025-11-26T06:49:58,2025-11-26T07:49:58,1,3,
CH0002023,CLI0457,App,Alteração cadastral,Média,Em Andamento,2026-02-12T09:22:39,,,,
CH0002024,CLI1086,Chat,Solicitação de cancelamento,Média,Cancelado,2026-02-15T15:46:37,,,,
CH0002025,CLI0707,Agência,Solicitação de cancelamento,Média,Resolvido,2025-10-15T05:24:46,2025-10-16T07:24:46,26,5,
CH0002026,CLI0274,App,Reclamação de atendimento,Baixa,Resolvido,2026-01-10T18:27:48,2026-01-14T17:27:48,95,1,
CH0002027,CLI0733,Chat,Solicitação de cancelamento,Baixa,Em Andamento,2025-10-11T03:04:28,,,,
CH0002028,CLI1101,E-mail,Reclamação de atendimento,Média,Cancelado,2025-12-15T03:46:14,,,,
CH0002029,CLI0214,App,Solicitação de cancelamento,Baixa,Em Andamento,2025-10-12T18:29:46,,,,
CH0002030,CLI0880,Chat,Dúvida sobre fatura,Baixa,Resolvido,2025-11-20T10:13:20,2025-11-23T00:13:20,62,4,
CH0002031,CLI1280,Chat,Solicitação de cancelamento,Média,Em Andamento,2025-10-25T11:15:54,,,,
CH0002032,CLI0948,Chat,Dúvida sobre produto,Alta,Resolvido,2026-01-26T17:27:20,2026-01-30T00:27:20,79,2,
CH0002033,CLI0044,E-mail,Solicitação de cancelamento,Média,Resolvido,2025-10-27T11:12:02,2025-10-30T05:12:02,66,3,
CH0002034,CLI0241,E-mail,Problema no aplicativo,Baixa,Aberto,2026-01-23T03:36:10,,,,
CH0002035,CLI0392,App,Reclamação de atendimento,Alta,Resolvido,2026-02-17T10:28:08,2026-02-19T11:28:08,49,4,
CH0002036,CLI0623,App,Contestação de transação,Média,Resolvido,2026-01-16T13:26:11,2026-01-19T12:26:11,71,5,TX0011476
CH0002037,CLI0619,App,Elogio ao atendimento,Média,Cancelado,2026-01-31T18:51:36,,,,
CH0002038,CLI0458,Agência,Contestação de transação,Média,Resolvido,2026-01-21T08:16:30,2026-01-24T22:16:30,86,1,TX0009681
CH0002039,CLI0976,App,Solicitação de cancelamento,Baixa,Resolvido,2025-10-28T13:00:02,2025-10-31T00:00:02,59,1,
CH0002040,CLI0846,Telefone,Alteração cadastral,Baixa,Resolvido,2026-02-27T22:40:29,2026-03-01T03:40:29,29,5,
CH0002041,CLI1231,App,Problema no aplicativo,Média,Resolvido,2025-09-19T00:59:21,2025-09-19T18:59:21,18,2,
CH0002042,CLI0679,App,Elogio ao atendimento,Baixa,Em Andamento,2026-02-22T10:43:39,,,,
CH0002043,CLI0720,App,Dúvida sobre produto,Baixa,Resolvido,2025-10-24T08:11:01,2025-10-25T05:11:01,21,1,
CH0002044,CLI1050,App,Dúvida sobre produto,Baixa,Resolvido,2025-10-04T20:42:56,2025-10-08T15:42:56,91,3,
CH0002045,CLI0428,Chat,Elogio ao atendimento,Alta,Resolvido,2025-10-19T09:58:03,2025-10-22T21:58:03,84,5,
CH0002046,CLI0287,Telefone,Reclamação de atendimento,Baixa,Em Andamento,2026-02-05T22:31:13,,,,
CH0002047,CLI0945,App,Contestação de transação,Alta,Resolvido,2025-11-30T16:59:37,2025-12-01T12:59:37,20,5,TX0010300
CH0002048,CLI0591,App,Alteração cadastral,Baixa,Resolvido,2025-12-26T13:41:25,2025-12-30T05:41:25,88,4,
CH0002049,CLI0097,Telefone,Contestação de transação,Baixa,Em Andamento,2026-02-08T05:00:20,,,,TX0022855
CH0002050,CLI0777,Telefone,Dúvida sobre fatura,Média,Resolvido,2025-11-03T14:20:33,2025-11-06T01:20:33,59,3,
CH0002051,CLI0689,App,Reclamação de atendimento,Baixa,Resolvido,2025-12-26T07:51:04,2025-12-29T16:51:04,81,4,
CH0002052,CLI0974,Chat,Dúvida sobre produto,Baixa,Resolvido,2025-11-20T14:41:56,2025-11-21T22:41:56,32,4,
CH0002053,CLI1189,App,Solicitação de cancelamento,Baixa,Em Andamento,2026-02-27T08:29:09,,,,
CH0002054,CLI0465,Telefone,Dúvida sobre produto,Média,Em Andamento,2025-11-16T03:33:07,,,,
CH0002055,CLI0474,Chat,Contestação de transação,Baixa,Resolvido,2026-02-17T21:02:52,2026-02-20T01:02:52,52,3,TX0015500
CH0002056,CLI0224,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2025-12-23T13:22:12,2025-12-25T05:22:12,40,5,
CH0002057,CLI0175,Telefone,Dúvida sobre produto,Baixa,Resolvido,2025-12-30T12:26:23,2025-12-31T05:26:23,17,5,
CH0002058,CLI1079,Telefone,Alteração cadastral,Baixa,Aberto,2025-11-05T11:50:37,,,,
CH0002059,CLI0465,Chat,Elogio ao atendimento,Baixa,Resolvido,2026-01-18T00:42:47,2026-01-21T23:42:47,95,5,
CH0002060,CLI1047,Agência,Problema no aplicativo,Média,Resolvido,2025-11-28T23:25:50,2025-11-29T00:25:50,1,1,
CH0002061,CLI0578,Chat,Contestação de transação,Baixa,Resolvido,2025-09-18T10:50:24,2025-09-19T07:50:24,21,5,TX0002955
CH0002062,CLI0399,App,Problema no aplicativo,Baixa,Resolvido,2026-01-10T10:40:09,2026-01-12T21:40:09,59,5,
CH0002063,CLI0072,Agência,Elogio ao atendimento,Média,Resolvido,2026-01-28T11:10:21,2026-01-29T03:10:21,16,2,
CH0002064,CLI0666,Agência,Contestação de transação,Alta,Resolvido,2025-12-02T04:10:21,2025-12-02T20:10:21,16,4,TX0002559
CH0002065,CLI1138,E-mail,Alteração cadastral,Média,Resolvido,2025-10-05T00:11:17,2025-10-06T17:11:17,41,4,
CH0002066,CLI0787,E-mail,Alteração cadastral,Baixa,Resolvido,2026-02-25T10:53:19,2026-02-28T09:53:19,71,5,
CH0002067,CLI0447,Chat,Dúvida sobre produto,Alta,Resolvido,2025-11-25T07:20:06,2025-11-28T10:20:06,75,4,
CH0002068,CLI0626,Telefone,Alteração cadastral,Baixa,Resolvido,2025-12-26T17:00:22,2025-12-28T15:00:22,46,4,
CH0002069,CLI0961,Telefone,Dúvida sobre produto,Baixa,Cancelado,2025-10-01T15:11:32,,,,
CH0002070,CLI0765,E-mail,Reclamação de atendimento,Baixa,Resolvido,2026-02-22T06:00:51,2026-02-26T06:00:51,96,2,
CH0002071,CLI1251,Chat,Elogio ao atendimento,Baixa,Resolvido,2026-02-07T10:54:51,2026-02-08T19:54:51,33,1,
CH0002072,CLI0740,App,Dúvida sobre fatura,Baixa,Resolvido,2026-01-13T20:00:10,2026-01-14T18:00:10,22,5,
CH0002073,CLI0072,App,Dúvida sobre fatura,Baixa,Resolvido,2025-09-11T10:32:54,2025-09-13T03:32:54,41,3,
CH0002074,CLI0346,App,Dúvida sobre produto,Baixa,Aberto,2026-02-24T09:31:41,,,,
CH0002075,CLI1274,App,Solicitação de cancelamento,Baixa,Resolvido,2026-02-01T07:16:30,2026-02-05T05:16:30,94,4,
CH0002076,CLI0925,E-mail,Alteração cadastral,Baixa,Resolvido,2025-11-23T07:29:48,2025-11-26T04:29:48,69,4,
CH0002077,CLI0462,Chat,Contestação de transação,Média,Aberto,2025-09-09T07:01:11,,,,TX0023452
CH0002078,CLI0070,App,Problema no aplicativo,Baixa,Em Andamento,2025-11-26T23:12:37,,,,
CH0002079,CLI1079,Chat,Dúvida sobre produto,Baixa,Resolvido,2026-01-03T20:48:15,2026-01-06T20:48:15,72,5,
CH0002080,CLI0971,E-mail,Solicitação de cancelamento,Média,Resolvido,2026-01-09T09:40:38,2026-01-12T07:40:38,70,4,
CH0002081,CLI0788,App,Reclamação de atendimento,Média,Em Andamento,2025-11-09T17:51:44,,,,
CH0002082,CLI1142,Agência,Elogio ao atendimento,Média,Resolvido,2026-02-26T08:00:59,2026-02-28T12:00:59,52,3,
CH0002083,CLI0114,Chat,Reclamação de atendimento,Baixa,Resolvido,2025-11-24T22:15:07,2025-11-25T20:15:07,22,1,
CH0002084,CLI0842,E-mail,Solicitação de cancelamento,Baixa,Resolvido,2025-09-03T22:12:45,2025-09-05T08:12:45,34,3,
CH0002085,CLI1075,App,Reclamação de atendimento,Média,Resolvido,2025-11-10T23:39:41,2025-11-11T03:39:41,4,1,
CH0002086,CLI1174,Agência,Dúvida sobre produto,Alta,Resolvido,2025-12-11T04:41:19,2025-12-13T16:41:19,60,1,
CH0002087,CLI1198,App,Alteração cadastral,Alta,Resolvido,2025-09-03T15:46:14,2025-09-03T23:46:14,8,3,
CH0002088,CLI0862,E-mail,Problema no aplicativo,Baixa,Resolvido,2025-11-16T18:33:15,2025-11-16T22:33:15,4,4,
CH0002089,CLI0107,App,Reclamação de atendimento,Baixa,Em Andamento,2025-12-03T11:29:44,,,,
CH0002090,CLI0110,E-mail,Dúvida sobre produto,Alta,Resolvido,2025-10-04T20:00:12,2025-10-07T00:00:12,52,5,
CH0002091,CLI0341,Telefone,Alteração cadastral,Média,Em Andamento,2025-10-25T02:35:22,,,,
CH0002092,CLI0468,E-mail,Elogio ao atendimento,Baixa,Resolvido,2025-12-29T21:54:52,2026-01-01T16:54:52,67,1,
CH0002093,CLI0274,App,Contestação de transação,Baixa,Resolvido,2025-10-14T14:14:31,2025-10-15T21:14:31,31,5,TX0020184
CH0002094,CLI0117,App,Alteração cadastral,Baixa,Resolvido,2025-11-11T03:48:13,2025-11-13T20:48:13,65,2,
CH0002095,CLI0329,E-mail,Dúvida sobre fatura,Baixa,Resolvido,2025-10-29T11:20:34,2025-11-02T00:20:34,85,5,
CH0002096,CLI0711,E-mail,Contestação de transação,Baixa,Resolvido,2025-11-23T00:43:19,2025-11-26T03:43:19,75,1,TX0009003
CH0002097,CLI0373,App,Dúvida sobre produto,Baixa,Aberto,2025-11-11T16:17:55,,,,
CH0002098,CLI0088,App,Alteração cadastral,Baixa,Resolvido,2025-09-03T02:24:14,2025-09-03T20:24:14,18,3,
CH0002099,CLI0863,Chat,Reclamação de atendimento,Média,Resolvido,2025-11-01T19:36:11,2025-11-03T10:36:11,39,1,
CH0002100,CLI0572,Telefone,Dúvida sobre produto,Média,Resolvido,2026-02-26T07:22:09,2026-03-01T16:22:09,81,2,
CH0002101,CLI0740,Agência,Dúvida sobre produto,Baixa,Resolvido,2025-11-05T18:54:30,2025-11-08T07:54:30,61,3,
CH0002102,CLI0802,Agência,Elogio ao atendimento,Baixa,Resolvido,2025-09-20T19:39:07,2025-09-21T00:39:07,5,3,
CH0002103,CLI0895,App,Problema no aplicativo,Alta,Em Andamento,2025-10-12T10:49:50,,,,
CH0002104,CLI0896,App,Solicitação de cancelamento,Baixa,Resolvido,2025-10-20T21:12:05,2025-10-21T04:12:05,7,5,
CH0002105,CLI0033,Chat,Reclamação de atendimento,Alta,Resolvido,2025-10-22T10:33:03,2025-10-22T16:33:03,6,4,
CH0002106,CLI0614,Agência,Dúvida sobre fatura,Baixa,Resolvido,2025-09-06T06:06:26,2025-09-08T05:06:26,47,5,
CH0002107,CLI1211,Agência,Solicitação de cancelamento,Baixa,Resolvido,2025-09-07T12:14:04,2025-09-10T14:14:04,74,1,
CH0002108,CLI0381,Telefone,Dúvida sobre fatura,Baixa,Em Andamento,2026-02-21T06:25:43,,,,
CH0002109,CLI0947,Chat,Solicitação de cancelamento,Média,Resolvido,2025-10-27T13:45:51,2025-10-31T02:45:51,85,5,
CH0002110,CLI0279,App,Contestação de transação,Baixa,Em Andamento,2025-12-01T06:20:09,,,,TX0009606
CH0002111,CLI0526,App,Problema no aplicativo,Baixa,Resolvido,2026-01-03T23:31:59,2026-01-05T08:31:59,33,3,
CH0002112,CLI0038,App,Solicitação de cancelamento,Alta,Aberto,2026-02-19T02:24:42,,,,
CH0002113,CLI0861,App,Alteração cadastral,Baixa,Resolvido,2026-01-26T23:01:06,2026-01-27T12:01:06,13,5,
CH0002114,CLI0392,Chat,Dúvida sobre fatura,Baixa,Resolvido,2025-09-22T19:18:09,2025-09-24T04:18:09,33,1,
CH0002115,CLI0321,Chat,Solicitação de cancelamento,Média,Aberto,2025-12-29T10:31:20,,,,
CH0002116,CLI0800,Chat,Solicitação de cancelamento,Média,Aberto,2026-01-11T15:18:49,,,,
CH0002117,CLI0678,E-mail,Dúvida sobre fatura,Baixa,Resolvido,2026-01-27T02:58:14,2026-01-29T21:58:14,67,4,
CH0002118,CLI0816,Telefone,Solicitação de cancelamento,Baixa,Resolvido,2026-02-12T02:19:59,2026-02-12T21:19:59,19,2,
CH0002119,CLI0626,Telefone,Elogio ao atendimento,Alta,Resolvido,2026-02-16T06:37:59,2026-02-17T03:37:59,21,2,
CH0002120,CLI0502,Agência,Dúvida sobre fatura,Baixa,Aberto,2025-09-15T05:49:36,,,,
CH0002121,CLI0542,Agência,Solicitação de cancelamento,Baixa,Resolvido,2026-01-06T18:54:42,2026-01-08T12:54:42,42,2,
CH0002122,CLI0544,App,Dúvida sobre fatura,Baixa,Em Andamento,2025-10-07T23:48:41,,,,
CH0002123,CLI0705,Chat,Dúvida sobre fatura,Média,Resolvido,2025-10-12T04:59:58,2025-10-12T12:59:58,8,4,
CH0002124,CLI0034,App,Problema no aplicativo,Baixa,Resolvido,2026-02-28T17:37:32,2026-03-02T06:37:32,37,2,
CH0002125,CLI0675,Agência,Contestação de transação,Alta,Resolvido,2026-02-10T01:15:41,2026-02-10T02:15:41,1,3,TX0023889
CH0002126,CLI0083,App,Solicitação de cancelamento,Baixa,Em Andamento,2025-12-12T10:47:44,,,,
CH0002127,CLI0178,Chat,Contestação de transação,Baixa,Em Andamento,2025-11-15T00:19:02,,,,TX0010145
CH0002128,CLI0740,Telefone,Alteração cadastral,Média,Aberto,2026-01-31T16:43:29,,,,
CH0002129,CLI0626,Telefone,Alteração cadastral,Média,Resolvido,2026-01-14T01:28:59,2026-01-17T14:28:59,85,1,
CH0002130,CLI0196,App,Solicitação de cancelamento,Baixa,Resolvido,2025-12-02T18:48:53,2025-12-04T02:48:53,32,4,
CH0002131,CLI0895,Chat,Contestação de transação,Alta,Cancelado,2026-02-25T16:44:41,,,,TX0020882
CH0002132,CLI0959,Telefone,Problema no aplicativo,Alta,Resolvido,2026-01-29T00:03:11,2026-02-01T18:03:11,90,3,
CH0002133,CLI0257,Agência,Elogio ao atendimento,Baixa,Cancelado,2025-12-22T13:42:35,,,,
