cliente_id,device_id,modelo,sistemaOperacional,primeiroAcesso,ultimoAcesso
CLI0721,DEV0721,Redmi Note 12,Android 13,2024-04-02,2025-05-25
CLI0722,DEV0722,iPhone 15,iOS 18,2023-08-30,2025-12-04
CLI0723,DEV0723,iPhone 15,iOS 18,2022-06-03,2025-04-09
CLI0724,DEV0724,iPhone 15,iOS 18,2023-06-03,2025-09-30
CLI0725,DEV0725,Moto G84,Android 14,2022-08-18,2025-02-16
CLI0726,DEV0726,Moto G84,Android 14,2023-07-23,2025-10-22
CLI0727,DEV0727,Redmi Note 12,Android 13,2022-02-10,2025-01-30
CLI0728,DEV0728,Redmi Note 12,Android 13,2022-12-11,2025-12-28
CLI0729,DEV0729,Moto G84,Android 14,2023-11-21,2025-04-10
CLI0730,DEV0730,Redmi Note 12,Android 13,2022-04-06,2025-06-17
CLI0731,DEV0731,Redmi Note 12,Android 13,2022-01-04,2025-07-01
CLI0732,DEV0732,iPhone 14,iOS 17,2024-07-12,2025-07-23
CLI0733,DEV0733,iPhone 15,iOS 18,2023-04-11,2025-04-01
CLI0734,DEV0734,iPhone 15,iOS 18,2024-09-17,2025-07-28
CLI0735,DEV0735,iPhone 15,iOS 18,2024-03-25,2025-08-21
CLI0736,DEV0736,iPhone 14,iOS 17,2023-01-24,2025-03-21
CLI0737,DEV0737,iPhone 14,iOS 17,2024-11-06,2026-01-10
CLI0738,DEV0738,Galaxy A54,Android 13,2023-10-29,2025-12-29
CLI0739,DEV0739,Redmi Note 12,Android 13,2022-03-30,2025-08-05
CLI0740,DEV0740,Moto G84,Android 14,2022-07-25,2025-12-01
CLI0741,DEV0741,Galaxy A54,Android 13,2022-08-28,2025-08-24
CLI0742,DEV0742,Redmi Note 12,Android 13,2023-05-21,2025-10-05
CLI0743,DEV0743,Redmi Note 12,Android 13,2024-03-11,2025-07-12
CLI0744,DEV0744,Moto G84,Android 14,2023-12-26,2025-10-22
CLI0745,DEV0745,Moto G84,Android 14,2024-11-04,2025-10-31
CLI0746,DEV0746,Moto G84,Android 14,2023-07-13,2025-12-10
CLI0747,DEV0747,Moto G84,Android 14,2022-02-16,2025-08-16
CLI0748,DEV0748,Moto G84,Android 14,2023-09-16,2025-02-02
CLI0749,DEV0749,Moto G84,Android 14,2022-01-08,2025-10-11
CLI0750,DEV0750,Galaxy S23,Android 14,2023-08-06,2025-07-27
CLI0751,DEV0751,iPhone 14,iOS 17,2024-04-21,2025-08-25
CLI0752,DEV0752,Galaxy A54,Android 13,2024-12-28,2025-02-24
CLI0753,DEV0753,Galaxy S23,Android 14,2023-10-10,2025-01-06
CLI0754,DEV0754,iPhone 15,iOS 18,2022-08-31,2025-01-17
CLI0755,DEV0755,Galaxy A54,Android 13,2023-08-17,2025-10-11
CLI0756,DEV0756,Galaxy S23,Android 14,2024-12-30,2025-05-10
CLI0757,DEV0757,Moto G84,Android 14,2023-01-25,2025-12-07
CLI0758,DEV0758,iPhone 15,iOS 18,2024-08-28,2025-05-15
CLI0759,DEV0759,iPhone 15,iOS 18,2024-07-04,2026-02-08
CLI0760,DEV0760,iPhone 14,iOS 17,2023-12-08,2026-01-04
CLI0761,DEV0761,iPhone 14,iOS 17,2024-01-03,2025-07-18
CLI0762,DEV0762,Moto G84,Android 14,2023-08-26,2025-08-10
CLI0763,DEV0763,Redmi Note 12,Android 13,2022-08-31,2025-09-29
CLI0764,DEV0764,Redmi Note 12,Android 13,2023-02-22,2025-08-07
CLI0765,DEV0765,Galaxy S23,Android 14,2023-09-13,2025-05-10
CLI0766,DEV0766,Galaxy S23,Android 14,2023-12-04,2025-08-05
CLI0767,DEV0767,iPhone 14,iOS 17,2024-02-13,2025-03-14
CLI0768,DEV0768,iPhone 15,iOS 18,2023-10-08,2025-08-06
CLI0769,DEV0769,iPhone 15,iOS 18,2023-03-18,2025-11-22
CLI0770,DEV0770,Galaxy A54,Android 13,2023-09-22,2025-09-03
CLI0771,DEV0771,Moto G84,Android 14,2023-04-02,2025-11-04
CLI0772,DEV0772,iPhone 15,iOS 18,2023-10-03,2025-01-04
CLI0773,DEV0773,Redmi Note 12,Android 13,2023-12-14,2025-04-22
CLI0774,DEV0774,Galaxy A54,Android 13,2022-09-19,2025-12-04
CLI0775,DEV0775,Pixel 8,Android 14,2022-10-21,2025-11-21
CLI0776,DEV0776,Redmi Note 12,Android 13,2023-05-20,2025-11-13
CLI0777,DEV0777,iPhone 15,iOS 18,2023-09-18,2025-03-29
CLI0778,DEV0778,Moto G84,Android 14,2023-11-03,2025-09-08
CLI0779,DEV0779,Galaxy S23,Android 14,2022-04-17,2025-09-28
CLI0780,DEV0780,Galaxy A54,Android 13,2024-07-19,2025-06-07
CLI0781,DEV0781,Pixel 8,Android 14,2022-10-17,2025-06-02
CLI0782,DEV0782,iPhone 14,iOS 17,2023-12-31,2025-10-25
CLI0783,DEV0783,Galaxy S23,Android 14,2023-02-21,2025-01-19
CLI0784,DEV0784,iPhone 15,iOS 18,2023-02-04,2025-03-05
CLI0785,DEV0785,iPhone 15,iOS 18,2024-12-03,2025-11-04
CLI0786,DEV0786,Moto G84,Android 14,2022-12-25,2026-02-20
CLI0787,DEV0787,Galaxy A54,Android 13,2023-02-07,2025-01-05
CLI0788,DEV0788,Redmi Note 12,Android 13,2022-05-09,2025-06-10
CLI0789,DEV0789,Pixel 8,Android 14,2023-03-12,2025-06-17
CLI0790,DEV0790,Moto G84,Android 14,2022-08-08,2025-07-02
CLI0791,DEV0791,Pixel 8,Android 14,2024-02-21,2025-09-12
CLI0792,DEV0792,Moto G84,Android 14,2024-03-25,2025-10-29
CLI0793,DEV0793,Moto G84,Android 14,2023-06-11,2025-07-12
CLI0794,DEV0794,Moto G84,Android 14,2022-03-01,2025-12-20
CLI0795,DEV0795,iPhone 15,iOS 18,2022-02-04,2025-09-30
CLI0796,DEV0796,Moto G84,Android 14,2024-04-18,2025-12-06
CLI0797,DEV0797,Galaxy S23,Android 14,2024-11-19,2026-02-02
CLI0798,DEV0798,iPhone 15,iOS 18,2024-01-30,2026-02-26
CLI0799,DEV0799,Moto G84,Android 14,2022-08-16,2025-10-31
CLI0800,DEV0800,Redmi Note 12,Android 13,2022-06-01,2026-02-24
CLI0801,DEV0801,iPhone 14,iOS 17,2024-08-04,2025-01-08
CLI0802,DEV0802,Galaxy S23,Android 14,2022-07-22,2026-02-09
CLI0803,DEV0803,Moto G84,Android 14,2024-03-12,2025-09-25
CLI0804,DEV0804,Moto G84,Android 14,2024-10-26,2025-06-24
CLI0805,DEV0805,Moto G84,Android 14,2024-10-03,2025-10-03
CLI0806,DEV0806,Pixel 8,Android 14,2022-08-04,2025-08-16
CLI0807,DEV0807,Moto G84,Android 14,2024-05-20,2025-08-05
CLI0808,DEV0808,Redmi Note 12,Android 13,2024-10-30,2025-10-03
CLI0809,DEV0809,iPhone 15,iOS 18,2024-03-19,2025-01-11
CLI0810,DEV0810,iPhone 15,iOS 18,2024-12-26,2025-03-06
CLI0811,DEV0811,iPhone 14,iOS 17,2023-05-14,2026-01-06
CLI0812,DEV0812,Pixel 8,Android 14,2024-12-31,2026-02-13
CLI0813,DEV0813,Galaxy S23,Android 14,2022-05-05,2025-03-11
CLI0814,DEV0814,Galaxy S23,Android 14,2024-12-23,2025-09-12
CLI0815,DEV0815,iPhone 15,iOS 18,2023-12-16,2025-09-18
CLI0816,DEV0816,iPhone 15,iOS 18,2022-05-04,2025-12-27
CLI0817,DEV0817,iPhone 14,iOS 17,2024-01-22,2025-11-21
CLI0818,DEV0818,Pixel 8,Android 14,2024-02-09,2025-05-03
CLI0819,DEV0819,Pixel 8,Android 14,2022-08-25,2025-02-21
CLI0820,DEV0820,Pixel 8,Android 14,2024-11-06,2025-05-03
CLI0821,DEV0821,Moto G84,Android 14,2024-05-13,2026-01-28
CLI0822,DEV0822,Galaxy S23,Android 14,2022-12-29,2025-09-24
CLI0823,DEV0823,iPhone 14,iOS 17,2022-03-13,2025-02-23
CLI0824,DEV0824,Moto G84,Android 14,2023-09-06,2025-07-29
CLI0825,DEV0825,Redmi Note 12,Android 13,2022-01-03,2025-03-11
CLI0826,DEV0826,Galaxy A54,Android 13,2023-03-04,2025-08-05
CLI0827,DEV0827,Redmi Note 12,Android 13,2023-07-09,2025-08-21
CLI0828,DEV0828,iPhone 14,iOS 17,2024-04-23,2025-10-22
CLI0829,DEV0829,Moto G84,Android 14,2022-12-22,2025-03-30
CLI0830,DEV0830,Pixel 8,Android 14,2023-10-18,2026-01-22
CLI0831,DEV0831,iPhone 15,iOS 18,2024-10-02,2025-03-05
CLI0832,DEV0832,Moto G84,Android 14,2022-09-03,2026-02-08
CLI0833,DEV0833,Galaxy S23,Android 14,2023-03-03,2025-10-30
CLI0834,DEV0834,iPhone 15,iOS 18,2024-08-20,2025-08-15
CLI0835,DEV0835,iPhone 15,iOS 18,2024-04-08,2025-05-26
CLI0836,DEV0836,Redmi Note 12,Android 13,2022-01-18,2025-11-06
CLI0837,DEV0837,Pixel 8,Android 14,2024-05-08,2025-01-12
CLI0838,DEV0838,Galaxy S23,Android 14,2022-12-08,2025-01-21
CLI0839,DEV0839,Redmi Note 12,Android 13,2023-12-31,2025-08-19
CLI0840,DEV0840,iPhone 14,iOS 17,2022-04-26,2025-12-29
CLI0841,DEV0841,iPhone 15,iOS 18,2023-07-09,2025-07-10
CLI0842,DEV0842,Redmi Note 12,Android 13,2023-09-26,2025-02-20
CLI0843,DEV0843,Galaxy A54,Android 13,2022-02-27,2025-10-28
CLI0844,DEV0844,iPhone 15,iOS 18,2023-01-11,2025-04-01
CLI0845,DEV0845,Galaxy S23,Android 14,2022-01-29,2025-05-16
CLI0846,DEV0846,iPhone 14,iOS 17,2024-12-28,2026-03-01
CLI0847,DEV0847,Moto G84,Android 14,2024-06-02,2025-02-20
CLI0848,DEV0848,Moto G84,Android 14,2024-03-28,2025-08-18
CLI0849,DEV0849,Moto G84,Android 14,2023-11-18,2026-02-04
CLI0850,DEV0850,iPhone 15,iOS 18,2024-04-18,2025-10-06
CLI0851,DEV0851,Moto G84,Android 14,2023-10-04,2025-01-16
CLI0852,DEV0852,Pixel 8,Android 14,2022-01-26,2025-01-14
CLI0853,DEV0853,Pixel 8,Android 14,2022-03-12,2025-12-02
CLI0854,DEV0854,Moto G84,Android 14,2024-02-19,2025-10-17
CLI0855,DEV0855,Galaxy A54,Android 13,2022-10-19,2025-04-06
CLI0856,DEV0856,Pixel 8,Android 14,2022-08-18,2025-09-11
CLI0857,DEV0857,Pixel 8,Android 14,2022-01-13,2025-08-21
CLI0858,DEV0858,Pixel 8,Android 14,2023-04-07,2026-01-24
CLI0859,DEV0859,iPhone 14,iOS 17,2024-03-24,2025-01-08
CLI0860,DEV0860,iPhone 15,iOS 18,2022-02-04,2025-10-26
CLI0861,DEV0861,Moto G84,Android 14,2022-02-16,2025-04-17
CLI0862,DEV0862,iPhone 15,iOS 18,2024-08-21,2025-07-29
CLI0863,DEV0863,Galaxy S23,Android 14,2023-12-08,2026-02-28
CLI0864,DEV0864,iPhone 14,iOS 17,2022-09-27,2025-02-24
CLI0865,DEV0865,iPhone 15,iOS 18,2024-05-30,2025-10-04
CLI0866,DEV0866,Galaxy A54,Android 13,2024-05-26,2026-02-10
CLI0867,DEV0867,Galaxy A54,Android 13,2022-05-01,2025-01-05
CLI0868,DEV0868,iPhone 14,iOS 17,2024-11-12,2026-01-19
CLI0869,DEV0869,Galaxy A54,Android 13,2023-08-21,2025-11-14
CLI0870,DEV0870,iPhone 14,iOS 17,2024-04-06,2025-10-20
CLI0871,DEV0871,Pixel 8,Android 14,2023-10-30,2025-04-28
CLI0872,DEV0872,Galaxy A54,Android 13,2022-03-22,2025-09-16
CLI0873,DEV0873,Galaxy S23,Android 14,2024-06-03,2025-04-06
CLI0874,DEV0874,iPhone 15,iOS 18,2024-10-03,2025-12-18
CLI0875,DEV0875,iPhone 15,iOS 18,2023-03-23,2025-01-02
CLI0876,DEV0876,iPhone 15,iOS 18,2023-08-21,2026-01-16
CLI0877,DEV0877,Moto G84,Android 14,2024-12-03,2025-10-20
CLI0878,DEV0878,Pixel 8,Android 14,2022-01-06,2025-01-12
CLI0879,DEV0879,iPhone 15,iOS 18,2024-10-09,2025-04-14
CLI0880,DEV0880,Galaxy A54,Android 13,2022-01-19,2025-10-05
CLI0881,DEV0881,Galaxy A54,Android 13,2023-06-13,2025-07-18
CLI0882,DEV0882,Redmi Note 12,Android 13,2023-03-25,2025-05-08
CLI0883,DEV0883,iPhone 14,iOS 17,2024-12-07,2025-02-13
CLI0884,DEV0884,Moto G84,Android 14,2022-10-17,2026-01-24
CLI0885,DEV0885,Redmi Note 12,Android 13,2023-06-17,2026-02-17
CLI0886,DEV0886,Pixel 8,Android 14,2023-05-05,2025-05-23
CLI0887,DEV0887,Moto G84,Android 14,2023-05-28,2025-05-26
CLI0888,DEV0888,iPhone 15,iOS 18,2022-04-20,2025-02-18
CLI0889,DEV0889,Redmi Note 12,Android 13,2022-07-07,2025-12-19
CLI0890,DEV0890,Moto G84,Android 14,2023-08-15,2025-01-01
CLI0891,DEV0891,Galaxy S23,Android 14,2024-10-22,2025-02-05
CLI0892,DEV0892,Pixel 8,Android 14,2024-01-05,2025-11-23
CLI0893,DEV0893,Galaxy A54,Android 13,2022-02-05,2025-01-05
CLI0894,DEV0894,Redmi Note 12,Android 13,2023-11-11,2025-02-24
CLI0895,DEV0895,Galaxy S23,Android 14,2022-02-06,2025-05-27
CLI0896,DEV0896,Galaxy A54,Android 13,2022-12-21,2025-04-23
CLI0897,DEV0897,iPhone 14,iOS 17,2022-09-19,2025-10-15
CLI0898,DEV0898,iPhone 14,iOS 17,2022-12-26,2025-04-13
CLI0899,DEV0899,iPhone 15,iOS 18,2022-03-02,2025-12-02
CLI0900,DEV0900,Redmi Note 12,Android 13,2024-05-29,2025-08-11
CLI0901,DEV0901,Galaxy S23,Android 14,2022-12-30,2025-03-15
CLI0902,DEV0902,iPhone 14,iOS 17,2022-06-30,2025-06-20
CLI0903,DEV0903,Galaxy A54,Android 13,2022-11-01,2025-05-13
CLI0904,DEV0904,Galaxy A54,Android 13,2024-12-31,2025-03-28
CLI0905,DEV0905,Redmi Note 12,Android 13,2023-01-11,2025-07-21
CLI0906,DEV0906,Galaxy S23,Android 14,2024-03-30,2025-03-20
CLI0907,DEV0907,Galaxy A54,Android 13,2024-11-11,2025-05-19
CLI0908,DEV0908,Moto G84,Android 14,2022-05-04,2025-11-24
CLI0909,DEV0909,Pixel 8,Android 14,2024-11-11,2025-06-05
CLI0910,DEV0910,iPhone 15,iOS 18,2023-10-04,2025-05-20
CLI0911,DEV0911,Moto G84,Android 14,2022-11-09,2025-02-26
CLI0912,DEV0912,iPhone 15,iOS 18,2024-01-01,2025-05-12
CLI0913,DEV0913,Pixel 8,Android 14,2023-08-03,2025-11-26
CLI0914,DEV0914,Moto G84,Android 14,2022-06-14,2025-09-29
CLI0915,DEV0915,Galaxy S23,Android 14,2023-04-07,2025-06-22
CLI0916,DEV0916,Redmi Note 12,Android 13,2022-05-13,2025-09-28
CLI0917,DEV0917,Galaxy A54,Android 13,2024-04-09,2025-05-13
CLI0918,DEV0918,iPhone 14,iOS 17,2022-11-26,2026-02-22
CLI0919,DEV0919,iPhone 15,iOS 18,2022-03-02,2025-03-02
CLI0920,DEV0920,Pixel 8,Android 14,2023-05-06,2025-09-12
CLI0921,DEV0921,iPhone 15,iOS 18,2022-12-01,2025-02-01
CLI0922,DEV0922,iPhone 14,iOS 17,2023-07-20,2025-01-17
CLI0923,DEV0923,iPhone 14,iOS 17,2024-10-13,2026-01-18
CLI0924,DEV0924,Redmi Note 12,Android 13,2024-03-05,2025-03-21
CLI0925,DEV0925,iPhone 14,iOS 17,2023-08-07,2025-11-22
CLI0926,DEV0926,Redmi Note 12,Android 13,2022-09-04,2025-02-09
CLI0927,DEV0927,Moto G84,Android 14,2022-12-06,2025-12-28
CLI0928,DEV0928,Moto G84,Android 14,2022-01-08,2025-08-30
CLI0929,DEV0929,iPhone 14,iOS 17,2024-04-30,2025-02-24
CLI0930,DEV0930,Pixel 8,Android 14,2022-11-13,2025-03-08
CLI0931,DEV0931,Galaxy A54,Android 13,2022-09-05,2025-10-02
CLI0932,DEV0932,Galaxy A54,Android 13,2022-08-06,2025-01-04
CLI0933,DEV0933,Galaxy S23,Android 14,2023-12-22,2025-08-27
CLI0934,DEV0934,iPhone 15,iOS 18,2022-10-04,2025-04-20
CLI0935,DEV0935,Moto G84,Android 14,2022-03-19,2026-02-09
CLI0936,DEV0936,Galaxy A54,Android 13,2024-08-24,2025-01-11
CLI0937,DEV0937,Moto G84,Android 14,2022-08-31,2025-05-06
CLI0938,DEV0938,iPhone 14,iOS 17,2022-08-25,2025-07-28
CLI0939,DEV0939,Galaxy A54,Android 13,2022-01-20,2025-04-22
CLI0940,DEV0940,Galaxy S23,Android 14,2023-03-10,2025-12-26
CLI0941,DEV0941,Moto G84,Android 14,2023-08-23,2025-09-15
CLI0942,DEV0942,Redmi Note 12,Android 13,2024-05-20,2025-11-04
CLI0943,DEV0943,iPhone 15,iOS 18,2022-07-26,2025-07-08
CLI0944,DEV0944,Galaxy A54,Android 13,2023-05-17,2025-04-29
CLI0945,DEV0945,Moto G84,Android 14,2022-07-05,2025-02-17
CLI0946,DEV0946,Galaxy A54,Android 13,2023-06-16,2026-01-29
CLI0947,DEV0947,Galaxy A54,Android 13,2023-05-21,2025-10-10
CLI0948,DEV0948,Galaxy A54,Android 13,2024-10-06,2025-06-18
CLI0949,DEV0949,iPhone 14,iOS 17,2023-12-01,2025-07-05
CLI0950,DEV0950,iPhone 15,iOS 18,2024-02-25,2025-01-10
CLI0951,DEV0951,Galaxy A54,Android 13,2024-08-05,2025-08-28
CLI0952,DEV0952,iPhone 14,iOS 17,2024-08-01,2025-04-15
CLI0953,DEV0953,Galaxy A54,Android 13,2023-06-24,2026-01-22
CLI0954,DEV0954,iPhone 15,iOS 18,2022-07-20,2025-09-07
CLI0955,DEV0955,Galaxy A54,Android 13,2023-08-31,2026-02-25
CLI0956,DEV0956,Redmi Note 12,Android 13,2023-01-06,2025-07-16
CLI0957,DEV0957,Pixel 8,Android 14,2024-03-18,2025-12-17
CLI0958,DEV0958,Moto G84,Android 14,2023-09-07,2025-01-24
CLI0959,DEV0959,Galaxy A54,Android 13,2024-02-12,2025-12-16
CLI0960,DEV0960,iPhone 15,iOS 18,2024-04-01,2025-09-01
CLI0961,DEV0961,Moto G84,Android 14,2024-06-02,2026-01-05
CLI0962,DEV0962,Pixel 8,Android 14,2023-06-24,2025-09-22
CLI0963,DEV0963,Redmi Note 12,Android 13,2023-11-17,2026-02-04
CLI0964,DEV0964,Pixel 8,Android 14,2022-02-22,2025-12-18
CLI0965,DEV0965,Moto G84,Android 14,2024-05-06,2026-01-16
CLI0966,DEV0966,Pixel 8,Android 14,2022-01-19,2025-06-10
CLI0967,DEV0967,Redmi Note 12,Android 13,2024-08-28,2025-09-14
CLI0968,DEV0968,Galaxy S23,Android 14,2022-11-22,2025-08-12
CLI0969,DEV0969,iPhone 15,iOS 18,2023-01-06,2025-09-02
CLI0970,DEV0970,iPhone 15,iOS 18,2022-05-03,2025-12-28
CLI0971,DEV0971,Pixel 8,Android 14,2022-06-03,2025-08-26
CLI0972,DEV0972,iPhone 14,iOS 17,2024-05-16,2025-03-26
CLI0973,DEV0973,iPhone 14,iOS 17,2023-08-15,2025-05-18
CLI0974,DEV0974,iPhone 15,iOS 18,2022-08-01,2025-08-06
CLI0975,DEV0975,iPhone 15,iOS 18,2024-04-26,2025-10-19
CLI0976,DEV0976,Galaxy S23,Android 14,2024-10-11,2026-03-01
CLI0977,DEV0977,Galaxy A54,Android 13,2024-08-09,2026-01-24
CLI0978,DEV0978,Galaxy A54,Android 13,2022-03-22,2025-06-25
CLI0979,DEV0979,iPhone 15,iOS 18,2024-04-26,2025-08-23
CLI0980,DEV0980,Pixel 8,Android 14,2024-06-21,2025-03-23
CLI0981,DEV0981,iPhone 14,iOS 17,2023-04-01,2025-10-16
CLI0982,DEV0982,iPhone 15,iOS 18,2023-12-18,2025-11-12
CLI0983,DEV0983,Redmi Note 12,Android 13,2023-04-06,2025-03-07
CLI0984,DEV0984,Pixel 8,Android 14,2022-06-28,2025-03-23
CLI0985,DEV0985,Galaxy S23,Android 14,2024-05-29,2025-01-31
CLI0986,DEV0986,Redmi Note 12,Android 13,2023-11-10,2026-02-26
CLI0987,DEV0987,Moto G84,Android 14,2024-09-28,2025-05-16
CLI0988,DEV0988,Redmi Note 12,Android 13,2022-01-02,2025-09-16
CLI0989,DEV0989,Galaxy S23,Android 14,2024-04-25,2025-01-12
CLI0990,DEV0990,Moto G84,Android 14,2022-04-06,2025-03-26
CLI0991,DEV0991,Moto G84,Android 14,2022-03-08,2025-05-24
CLI0992,DEV0992,iPhone 15,iOS 18,2023-12-15,2025-04-09
CLI0993,DEV0993,Galaxy S23,Android 14,2022-05-18,2025-01-21
CLI0994,DEV0994,iPhone 14,iOS 17,2023-04-09,2025-06-22
CLI0995,DEV0995,Pixel 8,Android 14,2023-08-07,2025-12-22
CLI0996,DEV0996,Galaxy S23,Android 14,2023-05-20,2025-07-21
CLI0997,DEV0997,iPhone 14,iOS 17,2023-12-12,2025-10-16
CLI0998,DEV0998,Pixel 8,Android 14,2023-07-08,2025-02-16
CLI0999,DEV0999,Pixel 8,Android 14,2024-03-15,2025-06-10
CLI1000,DEV1000,iPhone 15,iOS 18,2023-05-13,2025-09-12
CLI1001,DEV1001,Moto G84,Android 14,2024-02-01,2025-05-23
CLI1002,DEV1002,Redmi Note 12,Android 13,2022-07-10,2025-10-17
CLI1003,DEV1003,iPhone 15,iOS 18,2024-03-21,2025-08-17
CLI1004,DEV1004,iPhone 15,iOS 18,2024-03-31,2025-03-07
CLI1005,DEV1005,Redmi Note 12,Android 13,2024-11-07,2025-11-19
CLI1006,DEV1006,Moto G84,Android 14,2024-05-21,2025-03-03
CLI1007,DEV1007,Redmi Note 12,Android 13,2024-12-27,2025-05-18
CLI1008,DEV1008,iPhone 15,iOS 18,2022-08-05,2025-02-02
CLI1009,DEV1009,Galaxy S23,Android 14,2022-07-12,2025-05-19
CLI1010,DEV1010,iPhone 15,iOS 18,2022-04-12,2025-09-22
CLI1011,DEV1011,Galaxy A54,Android 13,2022-09-17,2025-07-11
CLI1012,DEV1012,Moto G84,Android 14,2023-04-29,2025-12-29
CLI1013,DEV1013,Redmi Note 12,Android 13,2022-01-16,2025-06-04
CLI1014,DEV1014,Redmi Note 12,Android 13,2024-02-22,2026-03-01
CLI1015,DEV1015,Galaxy A54,Android 13,2023-12-27,2025-02-18
CLI1016,DEV1016,Galaxy A54,Android 13,2023-08-17,2025-08-10
CLI1017,DEV1017,Redmi Note 12,Android 13,2024-12-15,2025-09-29
CLI1018,DEV1018,Redmi Note 12,Android 13,2024-09-05,2025-03-11
CLI1019,DEV1019,Galaxy A54,Android 13,2024-09-14,2025-03-06
CLI1020,DEV1020,Pixel 8,Android 14,2023-10-16,2026-01-13
CLI1021,DEV1021,iPhone 15,iOS 18,2022-12-20,2025-04-04
CLI1022,DEV1022,Redmi Note 12,Android 13,2024-04-10,2025-03-28
CLI1023,DEV1023,iPhone 15,iOS 18,2022-01-27,2025-02-16
CLI1024,DEV1024,Galaxy S23,Android 14,2022-12-25,2025-11-01
CLI1025,DEV1025,Pixel 8,Android 14,2024-06-27,2025-01-21
CLI1026,DEV1026,Pixel 8,Android 14,2022-04-18,2025-10-25
CLI1027,DEV1027,Pixel 8,Android 14,2023-08-07,2025-11-28
CLI1028,DEV1028,Moto G84,Android 14,2023-03-26,2025-05-06
CLI1029,DEV1029,iPhone 15,iOS 18,2023-09-03,2025-08-26
CLI1030,DEV1030,Redmi Note 12,Android 13,2022-04-06,2025-08-03
CLI1031,DEV1031,Redmi Note 12,Android 13,2022-03-18,2025-06-14
CLI1032,DEV1032,Galaxy A54,Android 13,2024-06-11,2025-03-08
CLI1033,DEV1033,iPhone 14,iOS 17,2023-10-29,2025-04-27
CLI1034,DEV1034,Galaxy A54,Android 13,2024-05-21,2025-12-04
CLI1035,DEV1035,Pixel 8,Android 14,2024-04-20,2025-02-28
CLI1036,DEV1036,Galaxy A54,Android 13,2023-09-06,2025-03-12
CLI1037,DEV1037,Pixel 8,Android 14,2023-08-13,2025-03-01
CLI1038,DEV1038,Moto G84,Android 14,2024-01-12,2025-09-02
CLI1039,DEV1039,Moto G84,Android 14,2023-08-22,2025-04-03
CLI1040,DEV1040,Galaxy A54,Android 13,2023-11-03,2025-06-24
CLI1041,DEV1041,Pixel 8,Android 14,2024-10-09,2025-11-14
CLI1042,DEV1042,iPhone 14,iOS 17,2022-12-12,2025-05-27
CLI1043,DEV1043,iPhone 14,iOS 17,2024-10-13,2025-03-28
CLI1044,DEV1044,Moto G84,Android 14,2024-03-07,2025-10-21
CLI1045,DEV1045,Pixel 8,Android 14,2023-08-24,2026-01-31
CLI1046,DEV1046,Moto G84,Android 14,2022-03-26,2025-05-24
CLI1047,DEV1047,iPhone 14,iOS 17,2022-01-25,2025-01-02
CLI1048,DEV1048,Galaxy A54,Android 13,2023-07-03,2025-03-31
CLI1049,DEV1049,Pixel 8,Android 14,2022-03-08,2025-10-25
CLI1050,DEV1050,iPhone 14,iOS 17,2023-09-17,2025-09-08
CLI1051,DEV1051,Galaxy A54,Android 13,2024-10-31,2025-09-25
CLI1052,DEV1052,Redmi Note 12,Android 13,2024-02-08,2025-02-12
CLI1053,DEV1053,Galaxy A54,Android 13,2024-08-15,2025-03-09
CLI1054,DEV1054,Redmi Note 12,Android 13,2023-09-01,2025-12-22
CLI1055,DEV1055,iPhone 15,iOS 18,2024-07-16,2025-09-01
CLI1056,DEV1056,Galaxy S23,Android 14,2022-03-25,2025-12-24
CLI1057,DEV1057,iPhone 15,iOS 18,2024-01-15,2025-07-30
CLI1058,DEV1058,Galaxy A54,Android 13,2023-07-01,2025-08-06
CLI1059,DEV1059,Galaxy A54,Android 13,2024-06-20,2025-12-07
CLI1060,DEV1060,iPhone 15,iOS 18,2023-01-10,2026-01-12
CLI1061,DEV1061,Moto G84,Android 14,2022-02-03,2026-01-30
CLI1062,DEV1062,iPhone 15,iOS 18,2024-10-25,2026-01-25
CLI1063,DEV1063,Pixel 8,Android 14,2023-02-25,2025-10-21
CLI1064,DEV1064,Pixel 8,Android 14,2024-09-13,2025-07-24
CLI1065,DEV1065,Moto G84,Android 14,2022-10-10,2025-03-13
CLI1066,DEV1066,Galaxy A54,Android 13,2022-06-09,2025-10-07
CLI1067,DEV1067,iPhone 15,iOS 18,2023-01-18,2025-02-01
CLI1068,DEV1068,Pixel 8,Android 14,2022-12-30,2026-01-28
CLI1069,DEV1069,Galaxy A54,Android 13,2022-09-03,2025-10-15
CLI1070,DEV1070,iPhone 14,iOS 17,2024-07-26,2026-01-13
CLI1071,DEV1071,Galaxy A54,Android 13,2023-08-21,2025-03-22
CLI1072,DEV1072,Redmi Note 12,Android 13,2023-05-02,2025-06-17
CLI1073,DEV1073,Galaxy S23,Android 14,2024-05-07,2025-08-19
CLI1074,DEV1074,Pixel 8,Android 14,2024-06-18,2025-04-08
CLI1075,DEV1075,iPhone 15,iOS 18,2024-11-15,2026-01-16
CLI1076,DEV1076,Galaxy A54,Android 13,2022-08-17,2025-08-01
CLI1077,DEV1077,Redmi Note 12,Android 13,2023-03-31,2025-12-14
CLI1078,DEV1078,Redmi Note 12,Android 13,2023-06-02,2026-01-31
CLI1079,DEV1079,iPhone 14,iOS 17,2023-02-14,2025-08-18
CLI1080,DEV1080,Redmi Note 12,Android 13,2023-09-04,2025-01-22
CLI1081,DEV1081,Redmi Note 12,Android 13,2022-03-06,2025-09-23
