cliente_id,produto_id,vezes,valorTotal,ultimoUso
CLI0555,PR02,1,631.88,2026-02-05
CLI0555,PR04,3,631.17,2025-06-02
CLI0555,PR07,7,4510.06,2026-01-07
CLI0556,PR01,4,546.62,2025-06-06
CLI0556,PR09,2,381.32,2025-11-18
CLI0557,PR08,12,3644.38,2025-02-04
CLI0557,PR09,9,5225.51,2026-01-16
CLI0558,PR06,7,5310.32,2025-02-16
CLI0559,PR02,1,651.33,2025-11-19
CLI0559,PR04,5,2672.69,2025-02-27
CLI0560,PR01,11,2961.22,2025-05-21
CLI0560,PR02,5,2748.4,2026-01-26
CLI0560,PR05,8,4250.39,2025-08-03
CLI0561,PR02,9,6113.75,2025-09-28
CLI0562,PR01,12,1437.13,2025-11-19
CLI0562,PR03,8,5259.69,2025-12-01
CLI0562,PR08,10,5847.19,2025-01-14
CLI0562,PR10,7,4540.75,2025-03-14
CLI0563,PR02,4,2207.06,2025-11-15
CLI0563,PR08,11,1894.2,2026-01-28
CLI0564,PR04,1,401.75,2025-12-14
CLI0565,PR01,1,102.18,2025-12-15
CLI0565,PR05,10,8475.52,2025-07-12
CLI0566,PR01,1,100.39,2025-03-24
CLI0566,PR05,11,8008.33,2025-03-05
CLI0567,PR01,1,587.29,2025-10-01
CLI0567,PR04,5,2195.66,2025-06-15
CLI0567,PR08,3,2149.38,2026-01-04
CLI0568,PR04,11,901.78,2025-02-08
CLI0569,PR02,8,3167.3,2025-04-18
CLI0569,PR04,6,4024.92,2025-02-04
CLI0569,PR10,7,2607.19,2025-06-04
CLI0570,PR06,2,331.82,2025-09-21
CLI0570,PR08,6,4854.35,2025-08-24
CLI0571,PR01,6,715.81,2026-02-11
CLI0571,PR08,11,2475.32,2025-10-03
CLI0571,PR09,8,2988.32,2025-09-02
CLI0572,PR04,9,3253.24,2025-08-07
CLI0572,PR05,6,3706.83,2026-01-27
CLI0572,PR08,7,1569.77,2025-06-13
CLI0573,PR03,7,1312.75,2025-08-03
CLI0573,PR07,5,1962.06,2025-01-25
CLI0574,PR06,7,621.16,2025-11-22
CLI0574,PR09,5,2042.07,2025-05-31
CLI0575,PR07,9,3425.31,2025-09-14
CLI0575,PR10,9,5053.17,2025-05-02
CLI0576,PR01,4,2316.76,2025-12-24
CLI0576,PR09,2,1642.11,2025-06-29
CLI0577,PR02,6,4957.86,2026-02-16
CLI0577,PR09,1,711.73,2025-03-22
CLI0578,PR01,11,6151.27,2026-01-20
CLI0578,PR05,11,8053.34,2026-01-22
CLI0579,PR01,8,4598.75,2025-01-08
CLI0579,PR09,3,1455.97,2025-03-06
CLI0580,PR01,7,876.33,2025-03-18
CLI0580,PR08,9,1289.47,2025-06-27
CLI0581,PR05,1,93.38,2025-04-05
CLI0582,PR06,2,1589.12,2025-08-05
CLI0582,PR09,7,1566.99,2026-01-23
CLI0583,PR04,4,1094.6,2025-10-29
CLI0584,PR03,2,1766.13,2025-01-05
CLI0584,PR08,10,1531.75,2025-01-11
CLI0585,PR02,7,4311.65,2025-06-15
CLI0586,PR02,5,2572.71,2025-07-08
CLI0586,PR06,8,7190.17,2025-03-04
CLI0587,PR08,4,2978.96,2025-01-07
CLI0587,PR09,3,527.55,2025-07-24
CLI0588,PR02,12,6318.97,2025-12-13
CLI0589,PR01,6,4262.73,2025-07-05
CLI0589,PR07,3,2478.97,2025-06-27
CLI0589,PR08,10,3452.53,2025-06-05
CLI0590,PR01,1,471.12,2025-03-18
CLI0590,PR02,3,1644.2,2025-03-01
CLI0590,PR04,6,3516.0,2025-04-24
CLI0591,PR03,7,3875.22,2025-10-01
CLI0591,PR10,6,1532.05,2025-05-27
CLI0592,PR02,11,6367.94,2025-05-07
CLI0592,PR03,6,3664.15,2025-01-30
CLI0592,PR07,6,4316.9,2025-09-08
CLI0593,PR03,1,234.74,2025-10-27
CLI0593,PR04,6,4444.38,2025-12-21
CLI0594,PR06,5,1426.75,2025-09-19
CLI0595,PR01,2,1646.06,2026-01-27
CLI0595,PR08,10,5373.6,2025-03-25
CLI0596,PR02,7,817.42,2025-10-02
CLI0596,PR03,2,886.77,2025-05-23
CLI0596,PR07,1,358.17,2025-02-03
CLI0597,PR02,8,2541.57,2025-10-12
CLI0597,PR09,4,1155.32,2026-01-17
CLI0598,PR07,11,3179.26,2026-02-13
CLI0598,PR09,9,2318.38,2025-07-06
CLI0599,PR01,5,2564.65,2025-03-10
CLI0599,PR08,5,2577.2,2025-05-01
CLI0599,PR09,12,7492.12,2025-04-17
CLI0600,PR04,12,6937.49,2025-01-23
CLI0601,PR02,9,7188.43,2025-12-07
CLI0601,PR06,8,5396.31,2026-02-09
CLI0601,PR08,8,3706.72,2025-05-06
CLI0602,PR03,7,6189.89,2025-03-01
CLI0603,PR02,3,1578.55,2025-10-28
CLI0603,PR04,1,110.61,2025-01-09
CLI0604,PR02,1,670.4,2025-08-10
CLI0604,PR08,11,7142.31,2025-09-02
CLI0605,PR02,1,529.18,2025-07-28
CLI0606,PR06,6,1938.83,2025-11-16
CLI0606,PR08,4,3132.51,2025-02-07
CLI0607,PR03,8,5664.7,2025-02-06
CLI0607,PR05,4,1564.91,2025-03-03
CLI0608,PR01,5,4108.5,2025-07-07
CLI0608,PR04,8,3028.11,2025-05-21
CLI0608,PR05,7,4198.93,2025-04-24
CLI0609,PR02,12,6252.97,2025-12-09
CLI0609,PR04,4,2237.67,2025-06-20
CLI0610,PR07,12,9781.03,2025-02-23
CLI0611,PR01,2,1794.14,2026-02-20
CLI0611,PR04,9,2601.57,2025-08-22
CLI0611,PR05,3,1249.12,2025-12-23
CLI0611,PR08,2,595.01,2025-05-27
CLI0612,PR04,10,2999.58,2025-02-22
CLI0612,PR05,3,1958.83,2025-02-02
CLI0613,PR02,1,876.92,2025-11-22
CLI0613,PR03,3,1375.78,2025-12-31
CLI0614,PR02,11,6131.58,2025-05-10
CLI0614,PR06,5,3429.06,2025-09-29
CLI0615,PR01,8,2111.69,2025-12-03
CLI0615,PR04,6,3248.51,2025-01-08
CLI0616,PR01,2,318.46,2025-03-10
CLI0616,PR07,1,89.22,2025-12-11
CLI0616,PR08,10,1575.52,2025-06-04
CLI0617,PR01,7,1734.24,2025-10-26
CLI0617,PR05,1,425.37,2025-09-14
CLI0618,PR04,6,2176.19,2025-06-14
CLI0618,PR05,12,2697.87,2025-11-15
CLI0619,PR03,10,6809.56,2025-05-20
CLI0619,PR08,4,823.14,2025-11-03
CLI0620,PR07,10,3261.42,2025-04-17
CLI0620,PR10,11,5921.95,2025-06-03
CLI0621,PR02,1,649.54,2025-12-09
CLI0621,PR04,9,1524.41,2026-01-03
CLI0621,PR06,2,374.13,2025-06-01
CLI0622,PR08,8,6210.01,2025-12-19
CLI0623,PR01,2,1060.86,2025-04-09
CLI0623,PR08,1,373.73,2025-12-06
CLI0624,PR02,8,7179.1,2025-06-01
CLI0624,PR08,4,2566.84,2025-03-01
CLI0625,PR02,6,2745.66,2025-02-17
CLI0625,PR08,1,700.86,2025-03-14
CLI0626,PR02,2,941.99,2025-09-30
CLI0627,PR06,2,268.9,2026-02-03
CLI0627,PR10,6,2013.76,2026-01-03
CLI0628,PR02,11,9057.37,2025-05-15
CLI0628,PR03,2,1287.63,2025-08-05
CLI0628,PR04,7,1035.02,2025-07-15
CLI0629,PR03,7,2463.13,2025-01-17
CLI0629,PR05,1,122.91,2025-05-24
CLI0629,PR07,9,6530.76,2025-11-08
CLI0630,PR01,12,4564.67,2025-05-06
CLI0630,PR07,12,3689.94,2025-06-02
CLI0630,PR09,7,5750.45,2025-01-22
CLI0631,PR01,3,2506.53,2025-01-17
CLI0631,PR04,7,2379.74,2025-12-08
CLI0631,PR07,10,1289.39,2025-05-16
CLI0632,PR03,8,3610.75,2025-11-15
CLI0632,PR07,10,2380.23,2025-04-16
CLI0632,PR10,12,1225.39,2025-08-21
CLI0633,PR02,7,4602.79,2025-04-05
CLI0633,PR05,9,4231.38,2025-06-24
CLI0634,PR02,4,2102.75,2026-02-19
CLI0634,PR08,3,1827.51,2025-12-09
CLI0635,PR01,10,7523.59,2025-01-15
CLI0635,PR03,12,10636.67,2025-05-02
CLI0636,PR10,6,4235.69,2026-02-25
CLI0637,PR03,9,7896.43,2025-06-10
CLI0637,PR04,4,2914.44,2025-01-30
CLI0637,PR08,2,705.93,2025-01-05
CLI0638,PR03,3,2503.94,2025-06-17
CLI0638,PR10,2,876.91,2025-09-07
CLI0639,PR01,4,3181.41,2025-12-15
CLI0639,PR08,2,870.41,2026-01-18
CLI0640,PR03,4,2490.95,2025-05-10
CLI0640,PR07,8,5244.71,2025-11-19
CLI0641,PR05,5,2484.22,2025-02-22
CLI0641,PR06,11,7755.01,2025-11-15
CLI0642,PR02,2,932.17,2025-02-11
CLI0642,PR04,8,2466.81,2025-01-31
CLI0642,PR07,9,4750.61,2026-01-31
CLI0642,PR09,7,2544.95,2025-06-30
CLI0643,PR02,8,2447.32,2025-08-29
CLI0643,PR04,11,9174.91,2025-02-15
CLI0644,PR07,8,6100.97,2025-08-28
CLI0645,PR01,10,2534.25,2025-03-30
CLI0645,PR05,6,2471.73,2025-04-24
CLI0645,PR10,5,2171.5,2025-03-06
CLI0646,PR02,3,1461.29,2025-09-05
CLI0646,PR04,9,2205.78,2025-04-28
CLI0646,PR06,10,4583.4,2025-10-02
CLI0646,PR07,7,5688.87,2025-02-08
CLI0647,PR01,2,851.61,2025-08-04
CLI0647,PR02,2,1096.77,2025-06-15
CLI0647,PR04,1,890.16,2026-02-14
CLI0648,PR01,6,1331.98,2025-07-23
CLI0648,PR08,6,3960.85,2025-04-25
CLI0649,PR05,8,713.08,2026-01-31
CLI0649,PR06,9,1314.34,2025-05-10
CLI0649,PR09,1,546.56,2025-11-28
CLI0650,PR03,10,3651.82,2025-12-10
CLI0650,PR04,7,5921.6,2025-07-10
CLI0651,PR02,10,1978.96,2025-01-20
CLI0651,PR08,6,1043.68,2026-02-11
CLI0652,PR01,2,718.16,2025-11-18
CLI0652,PR05,11,2375.59,2025-06-29
CLI0653,PR03,8,720.8,2025-03-06
CLI0653,PR08,11,5041.6,2026-02-21
CLI0654,PR03,2,1787.45,2025-03-13
CLI0655,PR01,5,1573.86,2025-09-13
CLI0655,PR03,4,1801.86,2026-01-11
CLI0656,PR02,7,5607.12,2025-09-08
CLI0656,PR03,1,235.92,2025-05-31
CLI0657,PR03,3,1226.48,2025-06-06
CLI0657,PR10,12,7831.47,2025-03-31
CLI0658,PR02,8,3094.35,2025-11-09
CLI0659,PR02,5,1764.48,2025-05-30
CLI0659,PR06,5,3712.8,2025-02-20
CLI0659,PR08,5,3460.26,2025-02-13
CLI0660,PR01,2,1264.64,2025-06-28
CLI0660,PR02,1,709.22,2025-01-29
CLI0660,PR06,7,4786.36,2025-05-14
CLI0661,PR06,11,9020.52,2025-06-20
CLI0661,PR08,3,1670.74,2025-04-29
CLI0662,PR06,7,1359.37,2025-01-20
CLI0662,PR09,1,131.98,2025-01-14
CLI0662,PR10,4,2964.45,2025-11-17
CLI0663,PR01,1,207.52,2025-05-20
CLI0663,PR02,6,3319.04,2026-02-03
CLI0663,PR03,6,4527.42,2025-10-25
CLI0663,PR08,10,1931.42,2025-04-18
CLI0664,PR03,3,1621.6,2025-12-24
CLI0664,PR04,12,4867.41,2025-04-06
CLI0664,PR06,5,4213.61,2025-11-15
CLI0665,PR02,8,4769.86,2026-01-28
CLI0666,PR01,1,345.08,2025-02-07
CLI0666,PR05,12,10569.07,2025-09-26
CLI0667,PR07,10,1402.83,2025-05-22
CLI0667,PR08,7,5538.07,2025-04-28
CLI0668,PR03,10,6487.82,2025-04-06
CLI0669,PR03,12,6058.31,2025-05-17
CLI0669,PR04,12,6926.1,2026-02-01
CLI0670,PR03,7,3647.14,2025-02-16
CLI0670,PR04,12,5253.41,2025-08-25
CLI0671,PR02,12,7602.75,2026-01-28
CLI0671,PR06,5,878.85,2025-09-08
CLI0671,PR07,10,7130.94,2025-08-07
CLI0672,PR07,5,1789.25,2025-08-12
CLI0672,PR09,9,2172.89,2025-04-07
CLI0673,PR10,4,3552.29,2025-12-19
CLI0674,PR06,5,1506.44,2025-11-12
CLI0674,PR10,10,7624.73,2025-03-06
CLI0675,PR02,12,4518.87,2025-03-21
CLI0675,PR04,9,4006.61,2025-06-03
CLI0676,PR08,8,1212.81,2025-05-27
CLI0676,PR10,7,2296.48,2025-09-02
CLI0677,PR04,1,454.91,2025-02-04
CLI0677,PR05,5,4448.33,2025-02-27
CLI0678,PR03,2,920.9,2025-04-26
CLI0678,PR07,10,6871.36,2025-12-02
CLI0678,PR10,5,3118.35,2025-07-25
CLI0679,PR09,5,682.72,2025-06-02
CLI0680,PR07,4,2206.21,2025-11-04
CLI0680,PR08,3,287.85,2026-01-12
CLI0680,PR10,4,1396.94,2026-02-19
CLI0681,PR01,2,270.97,2026-02-10
CLI0681,PR02,10,2568.02,2025-08-29
CLI0681,PR09,5,1088.13,2025-02-12
CLI0682,PR08,2,1757.78,2025-07-22
CLI0682,PR10,4,1138.97,2025-08-04
CLI0683,PR01,1,147.76,2025-10-15
CLI0683,PR05,6,1002.6,2025-09-30
CLI0684,PR02,3,2441.56,2025-03-13
CLI0684,PR06,2,1734.77,2025-07-15
CLI0685,PR03,4,2225.81,2026-02-13
CLI0686,PR10,11,2694.41,2025-10-22
CLI0687,PR06,3,1232.11,2025-05-25
CLI0687,PR09,5,1039.05,2025-07-20
CLI0688,PR07,12,7490.6,2025-08-26
CLI0688,PR10,4,2705.92,2025-10-17
CLI0689,PR01,12,3820.49,2025-04-16
CLI0689,PR05,7,1358.73,2025-12-16
CLI0689,PR06,6,3969.81,2025-07-24
CLI0690,PR03,3,957.79,2025-06-13
CLI0690,PR07,6,1095.59,2025-10-11
CLI0691,PR03,8,3078.29,2026-01-26
CLI0691,PR10,10,8951.0,2025-06-14
CLI0692,PR02,2,1042.8,2025-01-29
CLI0692,PR08,3,1561.7,2025-02-28
CLI0693,PR01,6,2887.16,2025-10-14
CLI0693,PR05,7,4450.51,2025-06-02
CLI0694,PR02,8,5247.88,2026-01-06
CLI0694,PR06,9,2104.45,2025-05-02
CLI0695,PR02,4,691.0,2025-08-25
CLI0695,PR06,9,5049.64,2026-02-14
CLI0696,PR02,7,566.17,2025-05-26
CLI0696,PR06,1,692.95,2025-02-09
CLI0696,PR08,8,4274.08,2025-06-30
CLI0697,PR01,10,4313.63,2025-10-29
CLI0697,PR03,6,679.34,2025-06-30
CLI0697,PR07,6,3246.16,2025-01-22
CLI0698,PR02,1,122.97,2025-02-12
CLI0698,PR08,11,5448.12,2025-05-03
CLI0699,PR02,11,997.37,2025-05-24
CLI0699,PR03,7,2902.77,2025-03-09
CLI0700,PR04,8,1986.91,2025-11-26
CLI0700,PR06,2,1645.8,2025-05-09
CLI0701,PR02,8,2340.6,2025-01-17
CLI0701,PR03,2,176.4,2025-04-05
CLI0701,PR04,10,6009.55,2025-03-28
CLI0702,PR02,4,3373.14,2025-11-22
CLI0702,PR06,11,4944.14,2025-04-09
CLI0702,PR07,11,9538.19,2025-03-21
CLI0703,PR02,12,5719.64,2025-09-15
CLI0703,PR03,9,2182.74,2025-12-20
CLI0704,PR06,4,2755.02,2025-06-30
CLI0704,PR08,10,1454.62,2025-10-13
CLI0705,PR03,7,4512.97,2025-10-21
CLI0705,PR04,9,4748.59,2025-04-25
CLI0706,PR04,5,2972.14,2025-07-12
CLI0706,PR05,8,5629.44,2025-11-28
CLI0706,PR09,9,7237.8,2025-08-16
CLI0707,PR03,9,7875.39,2025-04-04
CLI0708,PR02,8,6050.02,2025-07-01
CLI0709,PR03,12,6887.67,2025-06-10
CLI0709,PR07,8,3290.41,2025-12-21
CLI0710,PR01,2,573.97,2026-02-02
CLI0710,PR05,12,10242.65,2025-09-10
CLI0711,PR09,7,6251.31,2025-02-13
CLI0712,PR07,3,1594.39,2026-02-21
CLI0713,PR07,9,2213.6,2025-05-11
CLI0713,PR08,10,7782.77,2025-09-02
CLI0714,PR05,2,222.53,2025-04-09
CLI0714,PR07,11,8067.01,2025-12-19
CLI0714,PR10,7,1677.81,2025-12-26
CLI0715,PR04,6,4031.19,2025-10-02
CLI0715,PR06,6,2832.88,2025-07-08
CLI0715,PR08,5,1386.48,2025-07-25
CLI0716,PR02,9,2964.35,2025-12-08
CLI0716,PR07,6,4561.99,2025-09-07
CLI0716,PR08,5,954.28,2025-10-30
CLI0717,PR01,3,779.97,2025-04-18
CLI0717,PR04,1,522.07,2025-01-10
CLI0718,PR01,8,3954.97,2025-12-25
CLI0718,PR06,6,4097.23,2026-02-16
CLI0718,PR08,8,1436.44,2025-03-22
CLI0719,PR05,7,579.45,2025-09-02
CLI0720,PR02,12,6277.84,2026-02-21
CLI0720,PR08,2,855.25,2025-03-11
CLI0721,PR02,7,2267.86,2025-06-10
CLI0721,PR03,9,6233.24,2026-02-18
CLI0721,PR05,5,599.8,2025-10-19
CLI0722,PR01,6,2828.29,2025-05-25
CLI0722,PR07,7,3048.23,2025-06-07
CLI0722,PR09,3,2577.06,2025-12-27
CLI0723,PR03,11,7418.67,2025-03-13
CLI0724,PR02,7,5350.21,2025-08-29
CLI0724,PR03,5,2788.0,2025-03-17
CLI0724,PR08,4,840.62,2025-08-26
CLI0724,PR09,1,747.0,2025-09-28
CLI0725,PR03,3,1046.41,2026-01-09
CLI0725,PR04,7,2881.89,2025-06-01
CLI0725,PR06,6,4188.24,2025-01-04
CLI0725,PR07,5,3529.73,2025-02-07
CLI0726,PR02,3,1304.38,2025-03-10
CLI0726,PR04,9,4785.67,2025-09-15
CLI0726,PR09,4,2734.01,2025-04-16
CLI0727,PR02,2,1138.04,2025-09-14
CLI0728,PR06,3,310.6,2025-02-07
CLI0728,PR07,10,3564.88,2025-10-18
CLI0729,PR01,5,4269.31,2025-11-27
CLI0729,PR03,1,866.57,2025-05-12
CLI0729,PR08,8,896.35,2025-09-05
CLI0729,PR09,2,1206.68,2025-10-18
CLI0730,PR01,11,8109.12,2025-11-23
CLI0730,PR03,3,547.74,2025-11-09
CLI0730,PR06,2,1309.44,2025-01-19
CLI0731,PR01,11,5867.32,2025-01-19
CLI0731,PR05,11,7015.32,2026-02-21
CLI0732,PR04,4,1751.8,2025-04-23
CLI0732,PR05,6,1864.76,2025-10-21
CLI0733,PR01,12,9448.11,2025-03-07
CLI0733,PR05,8,774.97,2025-02-23
CLI0734,PR02,5,1239.42,2025-06-05
CLI0734,PR04,4,1183.18,2025-05-25
CLI0734,PR06,7,5316.39,2026-02-23
CLI0734,PR10,1,189.59,2025-10-06
CLI0735,PR04,10,8871.28,2025-11-21
CLI0735,PR06,9,2895.52,2026-01-26
CLI0735,PR08,5,2877.22,2025-10-31
CLI0736,PR07,11,4099.2,2025-09-26
CLI0737,PR02,4,347.4,2025-02-21
CLI0737,PR06,9,5683.31,2025-12-16
CLI0737,PR08,7,5162.59,2025-05-10
CLI0738,PR08,5,1864.83,2025-01-12
CLI0739,PR06,7,3208.53,2025-06-15
CLI0739,PR08,5,3380.45,2025-09-20
CLI0740,PR05,2,1084.87,2025-02-04
CLI0741,PR02,11,918.86,2025-07-02
CLI0741,PR03,11,9879.09,2025-06-25
CLI0742,PR04,5,1143.0,2025-10-03
CLI0743,PR09,5,2128.25,2025-05-21
CLI0744,PR01,1,840.7,2025-07-17
CLI0744,PR05,12,2937.99,2025-01-24
CLI0745,PR07,12,3768.52,2025-08-22
CLI0746,PR03,6,2412.82,2025-01-15
CLI0746,PR04,9,6690.97,2025-10-31
CLI0747,PR10,9,6482.39,2025-05-12
CLI0748,PR03,8,5539.1,2025-09-12
CLI0748,PR07,7,2015.17,2025-10-03
CLI0749,PR01,11,1699.18,2025-04-26
CLI0749,PR02,9,2762.6,2025-03-13
CLI0749,PR04,12,5673.56,2025-09-15
CLI0750,PR01,5,1669.34,2025-09-08
CLI0750,PR03,10,8855.83,2025-11-02
CLI0750,PR10,4,1458.53,2026-02-07
CLI0751,PR03,2,461.61,2025-12-27
CLI0751,PR04,2,655.66,2025-05-01
CLI0751,PR07,12,3717.99,2026-01-27
CLI0751,PR08,4,3183.23,2026-02-22
CLI0752,PR06,1,147.21,2025-04-11
CLI0752,PR08,11,1924.79,2025-05-07
CLI0753,PR03,4,2311.6,2026-02-04
CLI0753,PR05,11,2188.46,2025-02-15
CLI0754,PR01,5,2727.06,2025-03-12
CLI0754,PR02,1,801.9,2025-11-23
CLI0754,PR08,10,4498.29,2025-12-29
CLI0755,PR03,10,3975.34,2025-07-22
CLI0755,PR09,5,4312.25,2025-06-17
CLI0756,PR01,11,2746.11,2026-02-24
CLI0756,PR06,3,1856.23,2025-04-05
CLI0757,PR01,1,213.58,2026-01-23
CLI0757,PR02,9,2853.4,2026-01-18
CLI0757,PR03,9,3341.8,2025-09-05
CLI0758,PR02,9,5861.25,2025-11-08
CLI0758,PR06,5,4390.47,2025-02-18
CLI0758,PR08,7,1842.42,2026-01-19
CLI0759,PR01,6,1260.87,2026-02-09
CLI0760,PR02,6,3259.79,2025-06-17
CLI0760,PR07,2,1633.85,2026-02-17
CLI0761,PR01,3,2343.38,2025-10-05
CLI0761,PR03,11,9267.68,2025-01-23
CLI0762,PR07,4,769.77,2025-11-15
CLI0762,PR08,8,4067.51,2025-12-15
CLI0762,PR10,12,10785.69,2026-02-20
CLI0763,PR01,6,1259.98,2025-12-15
CLI0763,PR05,10,3270.94,2025-05-30
CLI0764,PR04,3,1072.22,2025-10-07
CLI0765,PR08,6,944.86,2025-02-16
CLI0766,PR08,3,872.55,2025-07-03
CLI0767,PR05,6,1704.1,2025-09-26
CLI0767,PR08,10,8958.77,2025-09-10
CLI0767,PR10,11,6911.63,2026-01-31
CLI0768,PR03,9,7919.28,2025-06-27
CLI0768,PR07,12,3575.99,2026-01-11
CLI0768,PR10,6,1017.64,2025-03-03
CLI0769,PR03,10,5839.27,2025-09-28
CLI0769,PR04,11,2038.15,2025-05-28
CLI0769,PR07,4,387.11,2026-02-13
CLI0770,PR02,5,2241.5,2026-02-22
CLI0770,PR03,1,700.69,2025-07-09
CLI0770,PR04,5,4413.11,2026-01-27
CLI0770,PR08,11,9646.99,2025-10-01
CLI0771,PR06,9,7985.49,2025-07-17
CLI0771,PR07,8,6824.61,2025-01-17
CLI0772,PR09,6,980.59,2026-01-14
CLI0773,PR04,8,2175.83,2025-06-01
CLI0773,PR08,11,7522.98,2025-12-12
CLI0774,PR05,12,1292.3,2025-04-12
CLI0775,PR04,6,1429.51,2025-09-26
CLI0776,PR04,5,1078.43,2025-01-28
CLI0776,PR06,5,2629.36,2026-02-04
CLI0776,PR10,8,4282.81,2025-04-26
CLI0777,PR04,2,1138.92,2026-02-03
CLI0777,PR08,12,10727.02,2025-01-28
CLI0777,PR09,12,7296.34,2025-06-28
CLI0778,PR01,10,7810.99,2025-05-05
CLI0778,PR04,7,4528.23,2025-11-07
CLI0778,PR10,5,1379.85,2025-02-17
CLI0779,PR01,7,3204.1,2025-06-23
CLI0779,PR03,2,420.05,2025-12-22
CLI0779,PR05,9,2042.25,2025-01-02
CLI0779,PR07,8,5788.43,2025-08-08
CLI0780,PR02,1,156.36,2025-04-15
CLI0780,PR06,3,931.88,2025-03-18
CLI0781,PR03,6,3913.72,2026-02-23
CLI0781,PR10,10,3578.14,2026-01-22
CLI0782,PR02,6,1120.47,2025-01-30
CLI0782,PR08,12,2358.97,2026-02-18
CLI0783,PR01,5,637.92,2025-06-06
CLI0784,PR05,8,6140.69,2025-12-02
CLI0784,PR08,11,4883.42,2025-08-02
CLI0785,PR02,9,7000.22,2025-10-16
CLI0785,PR08,6,2317.25,2025-08-30
CLI0786,PR03,7,3742.62,2025-03-21
CLI0787,PR01,2,208.86,2026-01-20
CLI0787,PR05,2,1012.14,2026-01-30
CLI0787,PR06,3,1410.25,2025-05-18
CLI0788,PR01,10,7461.54,2025-10-21
CLI0788,PR06,5,1708.59,2025-12-07
CLI0788,PR09,10,1009.44,2025-02-01
CLI0789,PR02,11,937.8,2026-01-10
CLI0790,PR05,2,284.66,2025-03-01
CLI0790,PR06,5,2438.92,2025-04-25
CLI0790,PR10,10,7725.43,2025-03-18
CLI0791,PR04,1,818.66,2025-12-04
CLI0791,PR07,9,3449.8,2025-02-02
CLI0791,PR10,4,1462.9,2025-09-14
CLI0792,PR01,9,5919.76,2026-02-04
CLI0792,PR02,1,171.52,2025-04-17
CLI0792,PR09,11,8973.99,2025-07-02
CLI0793,PR04,11,1485.45,2026-01-31
CLI0793,PR05,2,247.13,2025-08-31
CLI0794,PR01,7,4443.76,2025-07-09
CLI0794,PR05,1,858.34,2025-06-29
CLI0795,PR01,5,2676.3,2025-07-01
CLI0795,PR02,8,6701.33,2026-01-20
CLI0795,PR05,1,698.63,2025-02-27
CLI0796,PR08,10,1421.25,2025-02-10
CLI0796,PR09,9,3911.94,2026-02-08
CLI0797,PR04,4,2532.48,2025-03-26
CLI0798,PR07,12,1144.79,2025-07-24
CLI0798,PR10,5,3119.62,2025-03-28
CLI0799,PR03,6,3332.71,2025-06-29
CLI0799,PR08,5,3582.91,2025-11-11
CLI0800,PR05,7,1997.91,2025-12-09
CLI0800,PR06,3,2145.91,2026-01-17
CLI0801,PR03,1,699.85,2025-10-02
CLI0801,PR06,9,2056.44,2025-04-07
CLI0801,PR10,12,10227.09,2025-09-19
CLI0802,PR01,3,375.98,2025-10-03
CLI0802,PR02,9,4917.43,2026-02-28
CLI0802,PR07,3,2344.19,2025-08-16
CLI0803,PR05,1,178.15,2025-12-16
CLI0804,PR04,2,1372.14,2025-12-28
CLI0804,PR08,10,2738.98,2025-11-11
CLI0805,PR02,5,1536.75,2025-04-09
CLI0805,PR06,3,1081.66,2025-07-07
CLI0806,PR02,10,3372.57,2025-02-01
CLI0806,PR04,10,1342.56,2026-02-07
CLI0806,PR08,9,5349.72,2025-06-15
CLI0807,PR01,9,2574.73,2025-09-03
CLI0807,PR05,8,3417.71,2025-03-06
CLI0808,PR02,3,502.7,2026-01-01
CLI0808,PR05,2,1451.41,2026-02-03
CLI0808,PR09,6,4508.43,2025-11-16
CLI0809,PR03,5,2891.94,2025-05-02
CLI0809,PR08,9,7224.69,2025-02-15
CLI0810,PR02,8,2325.55,2025-09-13
CLI0810,PR06,7,6151.91,2025-05-25
CLI0810,PR07,12,7298.63,2025-05-30
CLI0811,PR01,3,2400.91,2025-07-16
CLI0812,PR10,1,441.1,2025-11-17
CLI0813,PR09,10,3351.86,2025-03-04
CLI0813,PR10,9,3284.61,2025-09-02
CLI0814,PR08,1,758.22,2025-07-18
CLI0815,PR05,4,1136.23,2025-10-16
CLI0816,PR05,11,1763.77,2025-02-18
CLI0817,PR02,3,2433.53,2025-12-23
CLI0817,PR10,12,7076.29,2025-01-17
CLI0818,PR01,6,525.3,2025-01-07
CLI0818,PR04,9,1319.45,2025-05-25
CLI0818,PR05,9,3127.96,2025-09-08
CLI0819,PR01,10,8396.21,2025-12-11
CLI0820,PR03,7,3163.1,2025-09-11
CLI0820,PR07,11,1009.7,2025-09-13
CLI0821,PR06,7,1457.53,2025-12-27
CLI0821,PR09,6,1573.2,2025-10-21
CLI0821,PR10,5,3391.01,2025-05-20
CLI0822,PR06,3,742.1,2025-02-19
CLI0823,PR03,1,190.19,2025-04-20
CLI0824,PR05,2,1583.43,2025-10-12
CLI0825,PR06,2,434.31,2025-05-11
CLI0825,PR07,5,740.45,2025-10-03
CLI0826,PR10,11,6644.21,2025-09-28
CLI0827,PR05,11,9081.74,2025-07-27
CLI0827,PR09,10,3757.3,2025-12-09
CLI0827,PR10,11,6328.24,2025-10-01
CLI0828,PR09,10,6077.41,2025-08-21
CLI0829,PR05,4,3294.5,2026-01-29
CLI0829,PR07,10,5399.3,2025-12-04
CLI0829,PR09,5,2689.82,2025-07-09
