acao_id,acesso_id,tipo,dataHora,produto_id
ACAO00047746,AC0021992,IniciarContratacao,2025-09-24T23:03:31,PR09
ACAO00047747,AC0041989,VisualizarProduto,2026-02-02T18:19:09,PR05
ACAO00047748,AC0020053,IniciarContratacao,2026-01-29T02:38:17,PR03
ACAO00047749,AC0023445,VisualizarProduto,2026-01-10T20:12:03,PR07
ACAO00047750,AC0009859,PagarPix,2025-10-21T10:33:59,
ACAO00047751,AC0050823,PagarPix,2025-12-04T03:30:34,
ACAO00047752,AC0019704,ConsultarExtrato,2025-09-21T01:33:14,
ACAO00047753,AC0034942,AlterarDadosCadastrais,2025-10-13T21:16:44,
ACAO00047754,AC0031513,ConsultarSaldo,2025-12-28T22:09:26,
ACAO00047755,AC0010552,ConsultarSaldo,2025-09-06T01:15:10,
ACAO00047756,AC0043869,AbrirChamado,2026-02-07T21:16:37,
ACAO00047757,AC0026423,ConsultarSaldo,2026-01-22T22:38:40,
ACAO00047758,AC0020612,ConsultarExtrato,2025-09-23T12:33:11,
ACAO00047759,AC0023723,ConsultarExtrato,2026-02-10T02:34:53,
ACAO00047760,AC0045791,AlterarDadosCadastrais,2025-09-16T00:53:47,
ACAO00047761,AC0012638,VisualizarProduto,2026-02-24T12:01:07,PR09
ACAO00047762,AC0010472,SimularEmprestimo,2026-01-03T10:48:11,PR05
ACAO00047763,AC0033772,AlterarDadosCadastrais,2026-01-15T08:18:51,
ACAO00047764,AC0036562,SimularEmprestimo,2025-12-23T02:33:43,PR02
ACAO00047765,AC0017955,VisualizarProduto,2025-11-07T19:54:10,PR09
ACAO00047766,AC0043810,ConsultarSaldo,2026-01-12T04:07:42,
ACAO00047767,AC0019905,ConsultarSaldo,2026-02-19T02:05:54,
ACAO00047768,AC0014463,ConsultarExtrato,2025-10-13T14:39:03,
ACAO00047769,AC0015220,SimularEmprestimo,2026-02-01T15:06:16,PR05
ACAO00047770,AC0034847,ConsultarSaldo,2026-01-11T05:36:25,
ACAO00047771,AC0014366,ConsultarSaldo,2025-10-05T22:42:08,
ACAO00047772,AC0021943,AbrirChamado,2025-12-01T21:24:44,
ACAO00047773,AC0052292,ConsultarExtrato,2025-09-05T22:33:38,
ACAO00047774,AC0036357,ConsultarSaldo,2025-11-22T20:57:46,
ACAO00047775,AC0009764,ConsultarExtrato,2025-12-28T18:50:55,
ACAO00047776,AC0027404,AlterarDadosCadastrais,2026-02-07T15:26:05,
ACAO00047777,AC0027961,VisualizarProduto,2026-02-01T21:35:15,PR03
ACAO00047778,AC0034676,IniciarContratacao,2025-09-13T15:24:41,PR02
ACAO00047779,AC0052055,ConsultarSaldo,2025-10-28T06:55:58,
ACAO00047780,AC0016746,ConsultarExtrato,2025-11-20T04:11:50,
ACAO00047781,AC0041901,VisualizarProduto,2025-11-09T23:47:15,PR08
ACAO00047782,AC0049455,ConsultarExtrato,2025-09-21T23:41:47,
ACAO00047783,AC0035099,SimularEmprestimo,2025-10-17T17:40:13,PR09
ACAO00047784,AC0008567,ConsultarSaldo,2025-09-27T16:56:55,
ACAO00047785,AC0029341,VisualizarProduto,2025-12-24T11:11:32,PR01
ACAO00047786,AC0039538,VisualizarProduto,2025-12-04T07:35:26,PR04
ACAO00047787,AC0041591,IniciarContratacao,2025-09-29T12:45:29,PR07
ACAO00047788,AC0010425,AbrirChamado,2026-02-18T13:37:45,
ACAO00047789,AC0004085,ConsultarExtrato,2026-01-18T04:14:16,
ACAO00047790,AC0017006,AlterarDadosCadastrais,2025-12-23T08:29:49,
ACAO00047791,AC0035365,ConsultarExtrato,2025-09-04T00:00:10,
ACAO00047792,AC0025306,ConsultarSaldo,2025-10-14T09:26:22,
ACAO00047793,AC0014306,VisualizarProduto,2025-09-15T09:07:34,PR01
ACAO00047794,AC0005453,ConsultarExtrato,2026-02-03T18:42:36,
ACAO00047795,AC0011676,ConsultarExtrato,2025-10-25T11:02:05,
ACAO00047796,AC0029289,VisualizarProduto,2025-11-24T09:26:51,PR06
ACAO00047797,AC0028396,ConsultarExtrato,2025-12-29T21:42:57,
ACAO00047798,AC0006289,ConsultarSaldo,2025-11-16T23:46:31,
ACAO00047799,AC0034977,ConsultarSaldo,2025-09-15T16:25:20,
ACAO00047800,AC0019751,ConsultarExtrato,2026-01-12T22:15:18,
ACAO00047801,AC0002627,VisualizarProduto,2025-12-28T04:48:15,PR03
ACAO00047802,AC0027565,PagarPix,2026-02-03T05:37:51,
ACAO00047803,AC0047328,PagarPix,2026-02-01T02:36:34,
ACAO00047804,AC0015496,ConsultarSaldo,2026-02-22T02:42:25,
ACAO00047805,AC0009534,PagarPix,2026-01-06T07:52:55,
ACAO00047806,AC0007489,ConsultarSaldo,2025-10-08T19:56:42,
ACAO00047807,AC0045609,ConsultarSaldo,2025-11-13T06:45:00,
ACAO00047808,AC0048127,VisualizarProduto,2025-09-15T02:38:17,PR10
ACAO00047809,AC0030994,AlterarDadosCadastrais,2025-09-29T23:18:20,
ACAO00047810,AC0034475,ConsultarSaldo,2025-10-26T02:13:08,
ACAO00047811,AC0000866,VisualizarProduto,2025-10-24T10:11:03,PR07
ACAO00047812,AC0048311,IniciarContratacao,2025-09-09T19:07:18,PR08
ACAO00047813,AC0021057,ConsultarSaldo,2025-12-14T01:19:15,
ACAO00047814,AC0045651,ConsultarSaldo,2025-09-14T16:30:17,
ACAO00047815,AC0025137,ConsultarSaldo,2026-01-10T02:21:46,
ACAO00047816,AC0020299,SimularEmprestimo,2025-11-14T10:54:32,PR06
ACAO00047817,AC0041717,IniciarContratacao,2025-11-28T03:59:59,PR04
ACAO00047818,AC0006417,ConsultarSaldo,2026-01-12T19:21:48,
ACAO00047819,AC0038980,PagarPix,2026-02-28T23:22:49,
ACAO00047820,AC0015832,AlterarDadosCadastrais,2026-02-07T17:35:31,
ACAO00047821,AC0045871,PagarPix,2025-09-07T09:53:28,
ACAO00047822,AC0039143,ConsultarSaldo,2026-02-02T10:24:07,
ACAO00047823,AC0025085,ConsultarExtrato,2026-02-01T02:50:15,
ACAO00047824,AC0005758,PagarPix,2025-11-01T14:58:39,
ACAO00047825,AC0010484,SimularEmprestimo,2025-12-20T23:56:50,PR07
ACAO00047826,AC0048345,AlterarDadosCadastrais,2026-02-14T15:18:41,
ACAO00047827,AC0011940,PagarPix,2026-02-19T07:47:38,
ACAO00047828,AC0017484,ConsultarSaldo,2025-09-19T11:52:50,
ACAO00047829,AC0047981,ConsultarSaldo,2025-11-19T17:46:40,
ACAO00047830,AC0000967,ConsultarSaldo,2025-11-14T21:21:00,
ACAO00047831,AC0052340,ConsultarExtrato,2026-02-10T17:42:24,
ACAO00047832,AC0002928,ConsultarSaldo,2025-11-03T01:55:27,
ACAO00047833,AC0036364,ConsultarSaldo,2026-01-06T03:09:39,
ACAO00047834,AC0002406,PagarPix,2026-02-02T00:05:03,
ACAO00047835,AC0014827,PagarPix,2025-11-29T00:23:54,
ACAO00047836,AC0006546,ConsultarSaldo,2025-12-27T06:25:52,
ACAO00047837,AC0047494,IniciarContratacao,2025-10-31T07:14:18,PR05
ACAO00047838,AC0024432,IniciarContratacao,2025-10-11T15:23:44,PR04
ACAO00047839,AC0038465,PagarPix,2025-10-28T09:02:14,
ACAO00047840,AC0006162,AbrirChamado,2025-11-03T01:04:07,
ACAO00047841,AC0006673,ConsultarSaldo,2025-10-19T02:41:34,
ACAO00047842,AC0035636,PagarPix,2025-09-23T08:33:22,
ACAO00047843,AC0013660,ConsultarExtrato,2025-11-05T22:34:12,
ACAO00047844,AC0015534,ConsultarSaldo,2026-02-06T22:10:55,
ACAO00047845,AC0025220,ConsultarSaldo,2025-10-23T04:07:00,
ACAO00047846,AC0040862,ConsultarExtrato,2025-10-05T22:13:07,
ACAO00047847,AC0018105,ConsultarExtrato,2025-10-29T06:39:39,
ACAO00047848,AC0017754,ConsultarSaldo,2026-02-11T08:59:24,
ACAO00047849,AC0000280,VisualizarProduto,2026-01-20T00:45:50,PR09
ACAO00047850,AC0028356,PagarPix,2025-11-12T21:40:11,
ACAO00047851,AC0013042,VisualizarProduto,2025-10-13T12:22:17,PR09
ACAO00047852,AC0007691,SimularEmprestimo,2025-10-20T14:40:03,PR02
ACAO00047853,AC0031676,ConsultarExtrato,2026-01-29T19:58:32,
ACAO00047854,AC0043300,PagarPix,2026-02-13T19:33:26,
ACAO00047855,AC0010283,PagarPix,2025-09-10T08:35:03,
ACAO00047856,AC0034010,ConsultarSaldo,2026-02-05T11:50:12,
ACAO00047857,AC0048807,AlterarDadosCadastrais,2025-11-02T10:30:11,
ACAO00047858,AC0029566,ConsultarSaldo,2026-01-06T10:58:18,
ACAO00047859,AC0027058,PagarPix,2025-10-18T02:10:55,
ACAO00047860,AC0014191,PagarPix,2025-09-30T09:51:57,
ACAO00047861,AC0036594,PagarPix,2025-09-13T16:45:02,
ACAO00047862,AC0017041,PagarPix,2025-12-21T14:33:51,
ACAO00047863,AC0041600,ConsultarExtrato,2025-09-27T23:49:17,
ACAO00047864,AC0015261,ConsultarSaldo,2025-10-26T07:57:20,
ACAO00047865,AC0020035,SimularEmprestimo,2025-11-23T19:34:47,PR09
ACAO00047866,AC0048508,AlterarDadosCadastrais,2026-01-23T05:11:04,
ACAO00047867,AC0010508,ConsultarExtrato,2026-02-14T17:52:51,
ACAO00047868,AC0024011,PagarPix,2026-02-11T18:22:05,
ACAO00047869,AC0027167,AbrirChamado,2025-09-17T17:33:43,
ACAO00047870,AC0049636,PagarPix,2025-12-02T06:35:31,
ACAO00047871,AC0041159,IniciarContratacao,2025-12-04T03:34:58,PR08
ACAO00047872,AC0035158,ConsultarExtrato,2025-09-24T10:55:39,
ACAO00047873,AC0044852,ConsultarExtrato,2025-09-06T10:06:20,
ACAO00047874,AC0052087,ConsultarExtrato,2025-11-11T23:59:53,
ACAO00047875,AC0043212,ConsultarExtrato,2025-10-15T18:39:28,
ACAO00047876,AC0031037,ConsultarExtrato,2025-12-12T06:53:54,
ACAO00047877,AC0044423,ConsultarSaldo,2026-01-26T19:56:07,
ACAO00047878,AC0046499,ConsultarSaldo,2025-12-15T07:27:22,
ACAO00047879,AC0029230,VisualizarProduto,2026-03-01T09:46:36,PR03
ACAO00047880,AC0002968,ConsultarSaldo,2025-11-23T12:48:17,
ACAO00047881,AC0046365,ConsultarSaldo,2025-09-10T01:54:27,
ACAO00047882,AC0027805,SimularEmprestimo,2026-01-14T03:33:56,PR02
ACAO00047883,AC0025210,IniciarContratacao,2025-09-09T12:08:43,PR04
ACAO00047884,AC0044253,VisualizarProduto,2025-11-25T07:46:02,PR06
ACAO00047885,AC0048552,ConsultarExtrato,2026-01-14T20:52:21,
ACAO00047886,AC0033877,AbrirChamado,2025-09-30T04:00:03,
ACAO00047887,AC0005959,ConsultarSaldo,2026-01-03T02:26:15,
ACAO00047888,AC0014166,IniciarContratacao,2026-01-07T18:22:39,PR02
ACAO00047889,AC0034449,ConsultarExtrato,2025-10-26T14:19:40,
ACAO00047890,AC0019971,PagarPix,2025-11-03T06:04:39,
ACAO00047891,AC0008086,AbrirChamado,2025-12-29T04:59:10,
ACAO00047892,AC0009938,ConsultarExtrato,2025-12-21T13:28:41,
ACAO00047893,AC0004006,ConsultarExtrato,2025-11-17T03:37:17,
ACAO00047894,AC0010619,PagarPix,2026-01-29T08:13:43,
ACAO00047895,AC0027536,ConsultarExtrato,2025-10-24T18:47:32,
ACAO00047896,AC0048673,ConsultarSaldo,2025-10-12T12:40:33,
ACAO00047897,AC0000508,ConsultarExtrato,2025-12-03T07:36:46,
ACAO00047898,AC0047330,PagarPix,2026-02-13T00:46:13,
ACAO00047899,AC0027059,IniciarContratacao,2026-01-02T16:14:00,PR03
ACAO00047900,AC0007888,ConsultarExtrato,2025-09-08T15:28:55,
ACAO00047901,AC0014235,SimularEmprestimo,2025-09-12T01:40:44,PR09
ACAO00047902,AC0003875,VisualizarProduto,2026-02-15T16:32:05,PR08
ACAO00047903,AC0043892,ConsultarExtrato,2026-02-26T15:59:40,
ACAO00047904,AC0043121,PagarPix,2025-12-05T11:19:40,
ACAO00047905,AC0045835,ConsultarSaldo,2025-09-07T06:52:36,
ACAO00047906,AC0010564,PagarPix,2026-02-25T07:25:58,
ACAO00047907,AC0033190,ConsultarSaldo,2025-11-02T16:40:09,
ACAO00047908,AC0040807,VisualizarProduto,2026-01-22T08:04:45,PR07
ACAO00047909,AC0050644,VisualizarProduto,2026-01-08T15:09:27,PR05
ACAO00047910,AC0027637,ConsultarSaldo,2025-10-18T04:24:21,
ACAO00047911,AC0047154,PagarPix,2025-12-21T15:35:30,
ACAO00047912,AC0041399,ConsultarSaldo,2026-01-11T13:50:27,
ACAO00047913,AC0019602,ConsultarExtrato,2026-01-12T15:47:02,
ACAO00047914,AC0023292,PagarPix,2025-10-11T08:30:33,
ACAO00047915,AC0003487,IniciarContratacao,2025-10-19T23:20:56,PR04
ACAO00047916,AC0051974,VisualizarProduto,2025-10-15T23:54:37,PR02
ACAO00047917,AC0009862,PagarPix,2025-09-26T17:25:25,
ACAO00047918,AC0003095,ConsultarSaldo,2026-01-02T12:53:40,
ACAO00047919,AC0032530,PagarPix,2026-02-27T18:20:10,
ACAO00047920,AC0031359,PagarPix,2025-11-30T03:38:58,
ACAO00047921,AC0001463,IniciarContratacao,2026-01-01T13:19:41,PR05
ACAO00047922,AC0008363,ConsultarExtrato,2025-12-24T14:12:38,
ACAO00047923,AC0006466,ConsultarSaldo,2025-11-13T13:24:26,
ACAO00047924,AC0016825,ConsultarSaldo,2025-10-07T15:26:10,
ACAO00047925,AC0026790,SimularEmprestimo,2025-12-06T17:46:13,PR01
ACAO00047926,AC0026994,ConsultarExtrato,2025-11-06T17:00:19,
ACAO00047927,AC0028634,IniciarContratacao,2025-09-27T18:18:21,PR09
ACAO00047928,AC0000281,ConsultarSaldo,2026-02-01T03:04:52,
ACAO00047929,AC0046779,ConsultarSaldo,2025-10-20T16:07:49,
ACAO00047930,AC0030050,ConsultarSaldo,2025-10-25T14:39:37,
ACAO00047931,AC0004618,PagarPix,2026-01-05T15:01:53,
ACAO00047932,AC0032061,ConsultarSaldo,2025-11-19T12:50:45,
ACAO00047933,AC0000794,ConsultarExtrato,2025-09-15T01:44:28,
ACAO00047934,AC0014747,PagarPix,2025-12-07T16:09:45,
ACAO00047935,AC0002170,ConsultarSaldo,2025-12-17T14:43:08,
ACAO00047936,AC0028849,AbrirChamado,2025-09-09T08:17:29,
ACAO00047937,AC0011671,IniciarContratacao,2026-01-11T09:12:22,PR01
ACAO00047938,AC0048942,ConsultarSaldo,2026-02-15T03:11:29,
ACAO00047939,AC0036511,ConsultarExtrato,2025-09-28T08:39:40,
ACAO00047940,AC0036382,AlterarDadosCadastrais,2025-10-15T20:34:33,
ACAO00047941,AC0018096,SimularEmprestimo,2025-11-05T11:54:38,PR03
ACAO00047942,AC0049681,VisualizarProduto,2025-12-25T06:00:09,PR09
ACAO00047943,AC0016017,ConsultarExtrato,2025-11-22T07:51:54,
ACAO00047944,AC0002435,ConsultarExtrato,2026-01-17T06:36:14,
ACAO00047945,AC0024291,PagarPix,2025-09-21T01:03:38,
ACAO00047946,AC0001484,PagarPix,2025-12-01T20:02:15,
ACAO00047947,AC0035364,ConsultarExtrato,2026-01-06T13:31:23,
ACAO00047948,AC0019560,PagarPix,2025-11-09T13:23:41,
ACAO00047949,AC0046002,AbrirChamado,2026-01-10T18:28:23,
ACAO00047950,AC0032645,ConsultarSaldo,2025-09-08T18:11:32,
ACAO00047951,AC0037704,SimularEmprestimo,2025-11-14T16:10:46,PR03
ACAO00047952,AC0038658,ConsultarExtrato,2025-11-04T04:39:07,
ACAO00047953,AC0014436,VisualizarProduto,2026-02-22T23:49:33,PR07
ACAO00047954,AC0028353,ConsultarExtrato,2026-02-23T17:16:12,
ACAO00047955,AC0003898,ConsultarSaldo,2025-11-17T06:07:23,
ACAO00047956,AC0038853,ConsultarSaldo,2025-11-29T13:01:23,
ACAO00047957,AC0050654,ConsultarExtrato,2025-10-26T09:28:21,
ACAO00047958,AC0040116,ConsultarSaldo,2025-10-17T11:23:25,
ACAO00047959,AC0048201,IniciarContratacao,2025-09-07T03:55:27,PR01
ACAO00047960,AC0016257,ConsultarSaldo,2025-12-25T05:08:20,
ACAO00047961,AC0006877,VisualizarProduto,2025-10-10T23:49:42,PR02
ACAO00047962,AC0014164,ConsultarSaldo,2026-01-30T03:40:44,
ACAO00047963,AC0050035,VisualizarProduto,2025-12-14T12:16:57,PR05
ACAO00047964,AC0011938,ConsultarSaldo,2026-01-13T15:46:37,
ACAO00047965,AC0015706,ConsultarSaldo,2025-09-22T11:06:29,
ACAO00047966,AC0034871,PagarPix,2026-02-11T22:45:52,
ACAO00047967,AC0034585,ConsultarSaldo,2025-11-01T22:27:30,
ACAO00047968,AC0038012,AlterarDadosCadastrais,2025-09-26T06:06:04,
ACAO00047969,AC0025271,AbrirChamado,2025-12-05T21:50:07,
ACAO00047970,AC0033535,AbrirChamado,2026-02-06T22:25:20,
ACAO00047971,AC0051056,PagarPix,2025-12-20T18:13:02,
ACAO00047972,AC0033641,ConsultarExtrato,2025-09-30T03:34:35,
ACAO00047973,AC0020148,PagarPix,2026-01-10T00:38:48,
ACAO00047974,AC0042111,VisualizarProduto,2026-01-19T07:18:29,PR03
ACAO00047975,AC0002176,PagarPix,2026-01-03T23:45:42,
ACAO00047976,AC0020963,PagarPix,2025-10-12T03:42:30,
ACAO00047977,AC0006675,ConsultarSaldo,2025-12-06T17:12:35,
ACAO00047978,AC0010450,ConsultarSaldo,2025-12-21T04:36:43,
ACAO00047979,AC0015787,PagarPix,2025-10-16T04:35:23,
ACAO00047980,AC0001066,ConsultarSaldo,2025-09-19T10:01:14,
ACAO00047981,AC0009125,VisualizarProduto,2025-11-15T23:23:54,PR03
ACAO00047982,AC0007229,VisualizarProduto,2025-11-16T17:49:11,PR09
ACAO00047983,AC0044762,AbrirChamado,2026-02-05T11:49:54,
ACAO00047984,AC0011034,PagarPix,2025-09-21T11:29:57,
ACAO00047985,AC0045874,ConsultarExtrato,2025-09-08T17:18:57,
ACAO00047986,AC0006634,SimularEmprestimo,2025-12-14T08:32:56,PR10
ACAO00047987,AC0008697,AlterarDadosCadastrais,2025-12-20T09:23:40,
ACAO00047988,AC0045111,PagarPix,2025-11-16T22:06:19,
ACAO00047989,AC0013702,VisualizarProduto,2025-10-19T07:30:06,PR02
ACAO00047990,AC0029975,AbrirChamado,2026-01-05T09:00:15,
ACAO00047991,AC0000299,ConsultarSaldo,2026-02-26T10:03:24,
ACAO00047992,AC0041494,ConsultarSaldo,2026-01-30T12:18:25,
ACAO00047993,AC0046614,SimularEmprestimo,2026-02-14T22:38:40,PR04
ACAO00047994,AC0011668,PagarPix,2025-11-06T22:58:41,
ACAO00047995,AC0040536,ConsultarSaldo,2025-10-12T12:03:18,
ACAO00047996,AC0047539,ConsultarSaldo,2025-10-19T12:33:13,
ACAO00047997,AC0023353,IniciarContratacao,2025-10-08T12:09:15,PR06
ACAO00047998,AC0031288,VisualizarProduto,2025-12-07T23:15:07,PR01
ACAO00047999,AC0035500,ConsultarSaldo,2025-10-22T18:57:57,
ACAO00048000,AC0036708,AbrirChamado,2025-12-27T14:17:53,
ACAO00048001,AC0049097,VisualizarProduto,2025-12-02T08:10:32,PR02
ACAO00048002,AC0022062,ConsultarExtrato,2026-01-19T10:47:45,
ACAO00048003,AC0002871,VisualizarProduto,2025-11-11T20:03:09,PR06
ACAO00048004,AC0001942,ConsultarSaldo,2025-10-28T03:07:18,
ACAO00048005,AC0030576,PagarPix,2026-01-10T01:18:48,
ACAO00048006,AC0002585,PagarPix,2026-01-14T23:52:57,
ACAO00048007,AC0027197,ConsultarSaldo,2026-02-11T03:47:27,
ACAO00048008,AC0004348,PagarPix,2025-11-12T21:47:34,
ACAO00048009,AC0046865,IniciarContratacao,2025-10-02T23:05:01,PR07
ACAO00048010,AC0025346,ConsultarSaldo,2026-02-21T19:49:45,
ACAO00048011,AC0026261,PagarPix,2025-12-11T13:08:01,
ACAO00048012,AC0041842,ConsultarExtrato,2026-02-10T17:17:54,
ACAO00048013,AC0010858,VisualizarProduto,2025-10-05T02:29:34,PR05
ACAO00048014,AC0038833,IniciarContratacao,2025-12-09T04:43:54,PR09
ACAO00048015,AC0008041,ConsultarSaldo,2025-09-14T18:44:48,
ACAO00048016,AC0022541,ConsultarSaldo,2025-12-29T21:30:06,
ACAO00048017,AC0033659,PagarPix,2025-11-05T16:17:32,
ACAO00048018,AC0050102,ConsultarSaldo,2025-10-26T21:57:50,
ACAO00048019,AC0012283,ConsultarExtrato,2025-10-07T06:24:08,
ACAO00048020,AC0025467,ConsultarSaldo,2026-01-05T05:09:00,
ACAO00048021,AC0041742,ConsultarSaldo,2025-12-26T02:51:37,
ACAO00048022,AC0011747,ConsultarExtrato,2025-12-17T23:47:39,
ACAO00048023,AC0048166,PagarPix,2026-01-27T00:26:08,
ACAO00048024,AC0032097,ConsultarExtrato,2026-02-27T00:47:03,
ACAO00048025,AC0016254,VisualizarProduto,2025-10-19T10:19:53,PR07
ACAO00048026,AC0026902,ConsultarSaldo,2026-01-31T01:32:14,
ACAO00048027,AC0030805,ConsultarSaldo,2025-09-26T21:26:10,
ACAO00048028,AC0045800,PagarPix,2025-11-01T08:11:31,
ACAO00048029,AC0023029,ConsultarExtrato,2025-10-14T02:27:05,
ACAO00048030,AC0037321,PagarPix,2026-01-21T05:15:29,
ACAO00048031,AC0016518,IniciarContratacao,2026-01-22T10:02:08,PR03
ACAO00048032,AC0018764,ConsultarExtrato,2025-11-26T20:01:05,
ACAO00048033,AC0030321,SimularEmprestimo,2025-12-04T09:40:10,PR07
ACAO00048034,AC0043391,PagarPix,2025-12-04T03:10:53,
ACAO00048035,AC0011584,PagarPix,2025-10-02T08:00:07,
ACAO00048036,AC0002556,VisualizarProduto,2026-01-05T10:35:41,PR06
ACAO00048037,AC0008318,ConsultarSaldo,2026-01-29T20:32:29,
ACAO00048038,AC0008943,ConsultarSaldo,2025-09-20T19:38:58,
ACAO00048039,AC0025878,PagarPix,2026-01-11T07:10:57,
ACAO00048040,AC0012313,ConsultarSaldo,2025-09-08T18:41:08,
ACAO00048041,AC0051681,VisualizarProduto,2025-09-23T05:38:16,PR06
ACAO00048042,AC0048645,ConsultarExtrato,2025-09-17T16:09:49,
ACAO00048043,AC0010227,ConsultarSaldo,2025-11-06T05:35:59,
ACAO00048044,AC0025766,PagarPix,2025-10-23T18:19:08,
ACAO00048045,AC0008587,SimularEmprestimo,2026-02-07T18:24:11,PR07
ACAO00048046,AC0008793,ConsultarSaldo,2026-01-20T03:49:16,
ACAO00048047,AC0003343,PagarPix,2025-11-13T06:52:14,
ACAO00048048,AC0036945,ConsultarSaldo,2026-01-10T12:31:22,
ACAO00048049,AC0010643,VisualizarProduto,2026-01-19T10:51:23,PR02
ACAO00048050,AC0000719,VisualizarProduto,2025-09-26T03:59:51,PR08
ACAO00048051,AC0021494,ConsultarExtrato,2025-11-24T18:19:59,
ACAO00048052,AC0041090,ConsultarSaldo,2026-02-15T02:42:31,
ACAO00048053,AC0021640,ConsultarSaldo,2025-12-20T08:03:31,
ACAO00048054,AC0051381,SimularEmprestimo,2026-02-19T07:31:53,PR01
ACAO00048055,AC0003806,ConsultarExtrato,2026-01-24T17:17:41,
ACAO00048056,AC0039942,VisualizarProduto,2025-09-28T12:12:42,PR04
ACAO00048057,AC0011834,ConsultarExtrato,2025-09-15T13:36:44,
ACAO00048058,AC0049465,PagarPix,2025-12-29T01:48:06,
ACAO00048059,AC0045568,SimularEmprestimo,2026-02-24T03:11:35,PR04
ACAO00048060,AC0038771,ConsultarSaldo,2025-12-17T01:25:27,
ACAO00048061,AC0019521,AlterarDadosCadastrais,2026-01-18T20:11:28,
ACAO00048062,AC0016532,SimularEmprestimo,2026-01-10T12:25:43,PR05
ACAO00048063,AC0002225,ConsultarExtrato,2025-12-06T13:49:47,
ACAO00048064,AC0040724,ConsultarSaldo,2025-11-16T12:15:06,
ACAO00048065,AC0010003,ConsultarSaldo,2025-12-23T23:27:39,
ACAO00048066,AC0020094,PagarPix,2025-10-07T12:48:08,
ACAO00048067,AC0037626,ConsultarExtrato,2025-11-20T21:38:04,
ACAO00048068,AC0001408,SimularEmprestimo,2025-10-31T17:24:14,PR05
ACAO00048069,AC0012188,PagarPix,2026-03-01T09:10:27,
ACAO00048070,AC0014156,ConsultarSaldo,2025-12-16T02:02:17,
ACAO00048071,AC0018214,PagarPix,2026-02-28T17:42:47,
ACAO00048072,AC0010565,ConsultarExtrato,2025-09-16T14:14:38,
ACAO00048073,AC0038504,SimularEmprestimo,2026-02-18T09:48:02,PR07
ACAO00048074,AC0018301,IniciarContratacao,2025-10-08T06:02:25,PR01
ACAO00048075,AC0031352,ConsultarSaldo,2026-02-05T03:38:39,
ACAO00048076,AC0043104,ConsultarSaldo,2025-11-11T00:41:13,
ACAO00048077,AC0036709,ConsultarExtrato,2026-01-27T00:11:37,
ACAO00048078,AC0023304,PagarPix,2025-09-10T23:05:14,
ACAO00048079,AC0043968,IniciarContratacao,2025-11-26T10:47:29,PR09
ACAO00048080,AC0006127,PagarPix,2025-11-19T21:10:00,
ACAO00048081,AC0000448,AbrirChamado,2025-12-28T06:34:29,
ACAO00048082,AC0013412,ConsultarSaldo,2026-02-09T15:27:18,
ACAO00048083,AC0051191,SimularEmprestimo,2025-09-21T13:47:58,PR02
ACAO00048084,AC0010635,ConsultarExtrato,2025-11-04T01:23:28,
ACAO00048085,AC0034133,PagarPix,2026-02-24T16:14:46,
ACAO00048086,AC0026044,ConsultarExtrato,2025-12-11T13:19:36,
ACAO00048087,AC0037724,PagarPix,2025-11-07T20:52:09,
ACAO00048088,AC0033817,SimularEmprestimo,2026-01-31T22:49:18,PR08
ACAO00048089,AC0045135,PagarPix,2025-12-23T05:10:55,
ACAO00048090,AC0024893,SimularEmprestimo,2025-09-14T20:49:39,PR06
ACAO00048091,AC0047666,ConsultarExtrato,2025-12-13T16:17:24,
ACAO00048092,AC0005147,ConsultarSaldo,2026-02-25T14:23:29,
ACAO00048093,AC0050298,ConsultarExtrato,2025-10-21T22:19:27,
ACAO00048094,AC0036156,ConsultarExtrato,2025-09-08T19:14:23,
ACAO00048095,AC0007337,IniciarContratacao,2025-11-02T22:30:36,PR01
ACAO00048096,AC0027470,ConsultarExtrato,2025-12-27T19:00:42,
ACAO00048097,AC0021479,VisualizarProduto,2025-09-20T12:44:50,PR07
ACAO00048098,AC0020410,ConsultarExtrato,2025-11-04T03:59:31,
ACAO00048099,AC0027336,ConsultarSaldo,2025-10-23T23:46:39,
ACAO00048100,AC0025001,SimularEmprestimo,2026-01-10T03:09:33,PR07
ACAO00048101,AC0031823,ConsultarExtrato,2025-09-21T08:39:29,
ACAO00048102,AC0026249,PagarPix,2026-02-19T21:05:11,
ACAO00048103,AC0044190,ConsultarExtrato,2025-09-02T09:23:19,
ACAO00048104,AC0044691,SimularEmprestimo,2026-02-03T22:09:52,PR09
ACAO00048105,AC0018388,IniciarContratacao,2026-01-30T20:34:07,PR10
ACAO00048106,AC0018312,ConsultarSaldo,2025-09-02T19:22:10,
ACAO00048107,AC0037762,SimularEmprestimo,2025-12-01T09:04:30,PR10
ACAO00048108,AC0040958,ConsultarExtrato,2026-02-05T23:19:46,
ACAO00048109,AC0019770,AbrirChamado,2025-11-13T10:06:26,
ACAO00048110,AC0030756,SimularEmprestimo,2025-12-31T15:49:53,PR09
ACAO00048111,AC0031075,IniciarContratacao,2025-09-02T07:15:24,PR10
ACAO00048112,AC0035243,ConsultarSaldo,2026-02-07T14:02:02,
ACAO00048113,AC0043682,AlterarDadosCadastrais,2026-01-09T14:42:53,
