transacao_id,clienteOrigemId,clienteDestinoId,valor,data,tipo
TX0011858,CLI0055,CLI1495,988.84,2025-09-12,Pix
TX0011859,CLI1242,CLI0952,844.46,2026-02-04,Pix
TX0011860,CLI0935,CLI1133,13277.04,2025-10-30,Pix
TX0011861,CLI0936,CLI0947,2819.85,2026-01-29,Pix
TX0011862,CLI0817,CLI0114,1034.5,2025-11-05,Pix
TX0011863,CLI0703,CLI0998,9867.24,2025-10-25,Pix
TX0011864,CLI0484,CLI0175,1949.27,2025-11-14,Pix
TX0011865,CLI0560,CLI0086,1780.66,2026-01-02,Pix
TX0011866,CLI1490,CLI0231,1551.89,2025-12-15,Pix
TX0011867,CLI0331,CLI1055,8370.69,2025-09-03,Pix
TX0011868,CLI0391,CLI0691,447.85,2025-12-15,Pix
TX0011869,CLI1359,CLI1151,2208.5,2025-11-14,Pix
TX0011870,CLI1403,CLI0944,242.07,2025-09-04,Pix
TX0011871,CLI0838,CLI1205,1030.29,2025-12-10,Pix
TX0011872,CLI0539,CLI0793,5524.26,2025-11-29,Pix
TX0011873,CLI1093,CLI1197,2116.89,2026-02-23,Pix
TX0011874,CLI1062,CLI1273,2381.89,2025-11-01,Pix
TX0011875,CLI0982,CLI0998,7784.64,2025-10-03,Pix
TX0011876,CLI0588,CLI0477,99.39,2025-12-07,Pix
TX0011877,CLI1248,CLI0793,3882.91,2026-01-09,Pix
TX0011878,CLI1127,CLI0517,494.28,2026-02-27,Pix
TX0011879,CLI0620,CLI0226,2668.75,2025-12-22,Pix
TX0011880,CLI0370,CLI1393,143.01,2025-11-29,Pix
TX0011881,CLI0513,CLI1045,1464.72,2026-02-20,Pix
TX0011882,CLI0407,CLI1200,1892.32,2026-02-14,Pix
TX0011883,CLI0283,CLI0731,2730.64,2025-09-27,Pix
TX0011884,CLI1061,CLI1133,14355.52,2026-01-29,Pix
TX0011885,CLI1472,CLI0998,6815.45,2025-11-11,Pix
TX0011886,CLI0039,CLI0998,5685.85,2026-02-07,Pix
TX0011887,CLI0857,CLI1358,2226.84,2025-11-02,Pix
TX0011888,CLI0517,CLI0904,2609.12,2025-11-03,Pix
TX0011889,CLI0330,CLI1055,8007.84,2026-01-19,Pix
TX0011890,CLI0015,CLI0142,239.52,2025-10-27,Pix
TX0011891,CLI0687,CLI0998,12748.63,2026-02-17,Pix
TX0011892,CLI0718,CLI1131,2025.82,2025-09-21,Pix
TX0011893,CLI1095,CLI0998,3654.32,2025-09-22,Pix
TX0011894,CLI0204,CLI0264,1162.95,2025-11-13,Pix
TX0011895,CLI0938,CLI0279,9935.86,2025-10-15,Pix
TX0011896,CLI1047,CLI0061,457.47,2026-02-21,Pix
TX0011897,CLI0224,CLI0334,893.72,2026-02-06,Pix
TX0011898,CLI0586,CLI1319,1639.35,2026-01-07,Pix
TX0011899,CLI0489,CLI0288,927.59,2025-11-22,Pix
TX0011900,CLI0773,CLI0114,1298.72,2025-12-03,Pix
TX0011901,CLI0845,CLI0290,156.59,2025-10-27,Pix
TX0011902,CLI0092,CLI1387,1024.81,2025-10-02,Pix
TX0011903,CLI1073,CLI0412,1545.73,2025-09-09,Pix
TX0011904,CLI0884,CLI0942,1710.46,2025-09-04,Pix
TX0011905,CLI0409,CLI1313,12953.9,2025-09-29,Pix
TX0011906,CLI1409,CLI1469,1496.69,2025-09-30,Pix
TX0011907,CLI0245,CLI1463,2854.78,2025-11-10,Pix
TX0011908,CLI1319,CLI0684,1917.5,2026-01-05,Pix
TX0011909,CLI1472,CLI1357,2850.7,2025-09-17,Pix
TX0011910,CLI1219,CLI0971,1380.39,2025-11-02,Pix
TX0011911,CLI0033,CLI0796,1217.25,2025-11-29,Pix
TX0011912,CLI0619,CLI0373,291.58,2025-12-08,Pix
TX0011913,CLI0648,CLI0998,2627.97,2025-11-18,Pix
TX0011914,CLI0921,CLI1133,13461.22,2025-11-09,Pix
TX0011915,CLI0046,CLI1282,2228.09,2025-10-22,Pix
TX0011916,CLI0952,CLI0053,137.6,2025-09-11,Pix
TX0011917,CLI1162,CLI0143,296.06,2025-12-21,Pix
TX0011918,CLI0666,CLI0172,1362.3,2025-11-12,Pix
TX0011919,CLI1309,CLI0998,12508.33,2025-12-19,Pix
TX0011920,CLI0398,CLI0188,2863.96,2026-03-01,Pix
TX0011921,CLI0266,CLI1132,1321.45,2025-10-24,Pix
TX0011922,CLI1356,CLI0279,12618.2,2025-12-20,Pix
TX0011923,CLI0907,CLI0242,162.93,2025-12-24,Pix
TX0011924,CLI1231,CLI0747,594.37,2025-11-20,Pix
TX0011925,CLI1481,CLI0023,1986.15,2025-09-22,Pix
TX0011926,CLI0301,CLI0963,2281.72,2025-09-29,Pix
TX0011927,CLI0544,CLI1313,8297.05,2026-01-15,Pix
TX0011928,CLI0086,CLI0287,1354.04,2025-12-28,Pix
TX0011929,CLI0737,CLI1120,564.18,2026-01-11,Pix
TX0011930,CLI1244,CLI0697,1512.22,2025-12-05,Pix
TX0011931,CLI1198,CLI0196,2188.51,2025-10-13,Pix
TX0011932,CLI0662,CLI0579,1831.83,2026-01-13,Pix
TX0011933,CLI0342,CLI1006,188.97,2026-02-28,Pix
TX0011934,CLI0754,CLI0576,1221.5,2025-12-26,Pix
TX0011935,CLI1168,CLI0552,2546.53,2025-11-13,Pix
TX0011936,CLI1024,CLI0893,1790.8,2026-02-01,Pix
TX0011937,CLI0388,CLI0998,10474.81,2025-12-10,Pix
TX0011938,CLI0416,CLI0354,200.15,2025-12-26,Pix
TX0011939,CLI0166,CLI0036,2448.88,2025-10-14,Pix
TX0011940,CLI1491,CLI0926,2695.08,2025-10-02,Pix
TX0011941,CLI0855,CLI0384,2716.86,2026-01-10,Pix
TX0011942,CLI0099,CLI0793,4175.71,2025-09-28,Pix
TX0011943,CLI0174,CLI1103,1926.58,2025-09-28,Pix
TX0011944,CLI0296,CLI0441,1793.81,2026-01-24,Pix
TX0011945,CLI1023,CLI0793,10758.04,2026-01-10,Pix
TX0011946,CLI0886,CLI0868,1159.84,2025-12-27,Pix
TX0011947,CLI0031,CLI0793,7581.21,2025-09-24,Pix
TX0011948,CLI1252,CLI0325,2273.54,2026-01-08,Pix
TX0011949,CLI0718,CLI0470,749.85,2025-10-16,Pix
TX0011950,CLI0268,CLI0311,970.81,2026-01-24,Pix
TX0011951,CLI0917,CLI0196,2174.87,2025-11-02,Pix
TX0011952,CLI0521,CLI1099,2270.26,2026-02-21,Pix
TX0011953,CLI0155,CLI1055,2847.96,2025-09-16,Pix
TX0011954,CLI0915,CLI1006,2436.02,2025-12-20,Pix
TX0011955,CLI0526,CLI1164,1247.9,2025-09-23,Pix
TX0011956,CLI0923,CLI1471,2111.45,2026-01-07,Pix
TX0011957,CLI0807,CLI0297,1107.91,2025-09-12,Pix
TX0011958,CLI0735,CLI0498,2757.46,2025-09-17,Pix
TX0011959,CLI0777,CLI1238,332.44,2025-10-01,Pix
TX0011960,CLI0320,CLI0648,605.0,2026-01-01,Pix
TX0011961,CLI0732,CLI0674,861.37,2025-10-16,Pix
TX0011962,CLI0072,CLI0082,1194.96,2025-12-09,Pix
TX0011963,CLI0797,CLI1498,564.35,2026-01-08,Pix
TX0011964,CLI0301,CLI0424,1731.27,2025-12-16,Pix
TX0011965,CLI1128,CLI0754,2062.06,2026-01-07,Pix
TX0011966,CLI1121,CLI1055,8774.31,2025-12-02,Pix
TX0011967,CLI1232,CLI0033,1401.74,2025-09-30,Pix
TX0011968,CLI0880,CLI1444,1768.53,2025-09-22,Pix
TX0011969,CLI0222,CLI1388,314.68,2025-10-12,Pix
TX0011970,CLI1423,CLI1133,13965.11,2025-11-01,Pix
TX0011971,CLI0735,CLI0305,686.97,2026-02-20,Pix
TX0011972,CLI0354,CLI0206,944.98,2025-09-18,Pix
TX0011973,CLI1245,CLI0009,875.18,2025-12-10,Pix
TX0011974,CLI0662,CLI0221,2689.24,2025-12-17,Pix
TX0011975,CLI1285,CLI1133,1583.17,2025-12-19,Pix
TX0011976,CLI0271,CLI0920,236.85,2025-11-23,Pix
TX0011977,CLI1165,CLI0762,1201.57,2025-09-05,Pix
TX0011978,CLI0937,CLI1363,2985.96,2025-12-24,Pix
TX0011979,CLI0152,CLI0697,123.64,2025-12-22,Pix
TX0011980,CLI0008,CLI0279,7745.22,2025-10-27,Pix
TX0011981,CLI1048,CLI0581,2869.52,2025-11-19,Pix
TX0011982,CLI1011,CLI0003,1844.5,2026-01-24,Pix
TX0011983,CLI0956,CLI0998,7993.43,2026-02-28,Pix
TX0011984,CLI1360,CLI1460,1320.81,2025-10-23,Pix
TX0011985,CLI0923,CLI0236,1929.91,2026-03-01,Pix
TX0011986,CLI0187,CLI0325,1972.51,2025-10-14,Pix
TX0011987,CLI1045,CLI1055,8935.3,2025-11-28,Pix
TX0011988,CLI0868,CLI1219,2307.4,2025-11-22,Pix
TX0011989,CLI0451,CLI0370,2632.91,2025-12-28,Pix
TX0011990,CLI1347,CLI0793,13150.89,2025-09-21,Pix
TX0011991,CLI0061,CLI1480,1355.45,2026-01-03,Pix
TX0011992,CLI0107,CLI1122,458.34,2025-12-02,Pix
TX0011993,CLI0168,CLI0452,1076.73,2025-10-17,Pix
TX0011994,CLI0241,CLI1210,430.66,2025-11-30,Pix
TX0011995,CLI0707,CLI1055,9499.54,2025-09-13,Pix
TX0011996,CLI0906,CLI0128,1837.93,2026-01-01,Pix
TX0011997,CLI0148,CLI0950,1538.67,2025-09-18,Pix
TX0011998,CLI0666,CLI1357,1097.95,2026-02-20,Pix
TX0011999,CLI0540,CLI1143,948.37,2026-01-11,Pix
TX0012000,CLI0526,CLI0780,2412.23,2025-11-05,Pix
TX0012001,CLI1465,CLI0044,1918.0,2026-01-10,Pix
TX0012002,CLI0981,CLI0493,1273.37,2025-12-29,Pix
TX0012003,CLI0041,CLI0448,577.53,2025-11-23,Pix
TX0012004,CLI0290,CLI0703,2188.48,2025-11-11,Pix
TX0012005,CLI0352,CLI1133,2502.81,2025-11-15,Pix
TX0012006,CLI1213,CLI0085,1606.04,2025-09-18,Pix
TX0012007,CLI1121,CLI0282,2435.52,2025-12-03,Pix
TX0012008,CLI0092,CLI0390,2205.06,2026-01-05,Pix
TX0012009,CLI0557,CLI1055,2988.8,2025-12-15,Pix
TX0012010,CLI1432,CLI0373,652.46,2025-12-15,Pix
TX0012011,CLI1474,CLI1170,1021.03,2026-02-02,Pix
TX0012012,CLI1023,CLI0185,1407.23,2026-01-03,Pix
TX0012013,CLI0967,CLI0530,2100.07,2025-09-23,Pix
TX0012014,CLI0386,CLI0793,2843.07,2025-10-06,Pix
TX0012015,CLI0332,CLI0998,12536.29,2025-10-26,Pix
TX0012016,CLI1425,CLI0793,6933.5,2025-12-14,Pix
TX0012017,CLI0432,CLI0998,6098.92,2025-11-12,Pix
TX0012018,CLI0290,CLI1491,2858.47,2025-11-29,Pix
TX0012019,CLI1016,CLI0289,1062.97,2025-11-04,Pix
TX0012020,CLI1078,CLI1487,1504.75,2026-01-23,Pix
TX0012021,CLI0540,CLI1313,12178.25,2025-11-04,Pix
TX0012022,CLI1288,CLI0279,8896.42,2026-02-21,Pix
TX0012023,CLI1116,CLI1055,5726.79,2026-02-10,Pix
TX0012024,CLI1498,CLI0307,643.03,2025-12-28,Pix
TX0012025,CLI1328,CLI0638,1036.73,2026-02-19,Pix
TX0012026,CLI0804,CLI0410,156.47,2025-11-30,Pix
TX0012027,CLI0450,CLI0279,3334.97,2025-09-09,Pix
TX0012028,CLI0371,CLI1095,1322.22,2025-12-26,Pix
TX0012029,CLI1076,CLI0180,1050.18,2026-02-02,Pix
TX0012030,CLI0369,CLI1055,3097.24,2026-02-01,Pix
TX0012031,CLI0942,CLI0962,2402.34,2025-11-26,Pix
TX0012032,CLI0946,CLI0279,14740.27,2025-12-06,Pix
TX0012033,CLI0484,CLI0578,1203.24,2025-11-08,Pix
TX0012034,CLI1098,CLI1313,14818.43,2025-11-05,Pix
TX0012035,CLI0015,CLI1107,2949.37,2026-01-08,Pix
TX0012036,CLI1470,CLI0397,263.25,2025-11-14,Pix
TX0012037,CLI0276,CLI1282,2264.34,2026-02-19,Pix
TX0012038,CLI0686,CLI0466,1031.55,2025-12-15,Pix
TX0012039,CLI1183,CLI0793,4823.1,2025-12-24,Pix
TX0012040,CLI1026,CLI0923,311.37,2025-11-06,Pix
TX0012041,CLI0122,CLI0820,2037.19,2025-09-09,Pix
TX0012042,CLI0697,CLI0116,135.51,2025-11-25,Pix
TX0012043,CLI0312,CLI0240,2856.08,2025-11-13,Pix
TX0012044,CLI0114,CLI0793,12617.85,2025-12-30,Pix
TX0012045,CLI0245,CLI1452,1166.75,2026-01-11,Pix
TX0012046,CLI0073,CLI0597,1698.37,2025-12-11,Pix
TX0012047,CLI1259,CLI0164,1699.41,2025-09-27,Pix
TX0012048,CLI0531,CLI1178,1800.12,2025-10-28,Pix
TX0012049,CLI0245,CLI0386,1396.55,2025-12-25,Pix
TX0012050,CLI0679,CLI0971,2054.7,2026-01-08,Pix
TX0012051,CLI0915,CLI0114,2697.1,2026-01-25,Pix
TX0012052,CLI0415,CLI1470,2537.33,2025-09-08,Pix
TX0012053,CLI1260,CLI0297,2418.72,2026-02-20,Pix
TX0012054,CLI0950,CLI0279,6667.17,2025-12-06,Pix
TX0012055,CLI1016,CLI0663,707.31,2025-11-15,Pix
TX0012056,CLI1054,CLI0253,178.16,2025-11-13,Pix
TX0012057,CLI0374,CLI0111,595.7,2026-02-12,Pix
TX0012058,CLI0711,CLI0793,8936.4,2025-11-07,Pix
TX0012059,CLI0595,CLI0793,8463.59,2025-09-30,Pix
TX0012060,CLI0849,CLI0823,2125.74,2025-11-18,Pix
TX0012061,CLI0707,CLI1133,13983.55,2026-01-30,Pix
TX0012062,CLI1060,CLI0056,1042.96,2025-10-24,Pix
TX0012063,CLI0895,CLI1375,2614.78,2026-01-24,Pix
TX0012064,CLI0368,CLI1414,2458.89,2025-10-12,Pix
TX0012065,CLI0779,CLI1050,1876.34,2025-11-23,Pix
TX0012066,CLI0999,CLI1057,509.02,2026-02-06,Pix
TX0012067,CLI0863,CLI0903,352.84,2025-12-17,Pix
TX0012068,CLI0402,CLI0579,486.06,2025-12-18,Pix
TX0012069,CLI0901,CLI0304,813.36,2026-01-02,Pix
TX0012070,CLI1198,CLI1313,1917.16,2025-10-19,Pix
TX0012071,CLI1279,CLI1451,1229.97,2025-12-13,Pix
TX0012072,CLI1453,CLI0190,2899.82,2026-01-31,Pix
TX0012073,CLI0678,CLI1196,28.22,2025-11-23,Pix
TX0012074,CLI0773,CLI0607,2468.62,2025-09-09,Pix
TX0012075,CLI0735,CLI1313,1671.46,2025-11-25,Pix
TX0012076,CLI0756,CLI0279,12278.44,2026-02-26,Pix
TX0012077,CLI0817,CLI0793,14394.99,2026-02-21,Pix
TX0012078,CLI1382,CLI1489,1204.17,2025-11-08,Pix
TX0012079,CLI0131,CLI0518,2098.85,2026-01-07,Pix
TX0012080,CLI0438,CLI0195,2019.9,2025-11-28,Pix
TX0012081,CLI0679,CLI1226,1839.76,2025-11-14,Pix
TX0012082,CLI1057,CLI1415,1040.75,2026-02-27,Pix
TX0012083,CLI1282,CLI0967,1913.04,2025-12-08,Pix
TX0012084,CLI0254,CLI0136,2075.99,2025-09-08,Pix
TX0012085,CLI0571,CLI0519,1034.47,2025-09-21,Pix
TX0012086,CLI0934,CLI0625,1764.65,2025-12-16,Pix
TX0012087,CLI1189,CLI1354,1312.68,2025-12-01,Pix
TX0012088,CLI0470,CLI1500,268.0,2025-11-14,Pix
TX0012089,CLI1250,CLI0021,300.32,2025-09-15,Pix
TX0012090,CLI0420,CLI0624,2628.45,2025-12-01,Pix
TX0012091,CLI1111,CLI0499,207.35,2026-02-14,Pix
TX0012092,CLI0743,CLI0647,1128.37,2025-12-23,Pix
TX0012093,CLI0114,CLI0998,10305.86,2026-02-27,Pix
TX0012094,CLI0784,CLI0845,1024.74,2025-10-28,Pix
TX0012095,CLI0221,CLI1133,7491.67,2025-10-30,Pix
TX0012096,CLI0426,CLI1055,3130.58,2025-09-04,Pix
TX0012097,CLI0397,CLI0703,2481.96,2026-02-10,Pix
TX0012098,CLI1056,CLI1499,2004.56,2025-10-11,Pix
TX0012099,CLI0013,CLI0749,436.59,2026-02-15,Pix
TX0012100,CLI1203,CLI0349,2414.21,2025-11-14,Pix
TX0012101,CLI0859,CLI0211,758.58,2025-10-02,Pix
TX0012102,CLI0212,CLI1133,4951.18,2025-09-05,Pix
TX0012103,CLI1158,CLI1293,799.66,2026-02-28,Pix
TX0012104,CLI0417,CLI1039,948.78,2026-02-22,Pix
TX0012105,CLI1177,CLI0577,2015.63,2025-09-23,Pix
TX0012106,CLI0377,CLI0268,2452.23,2025-09-16,Pix
TX0012107,CLI0086,CLI0990,227.65,2026-01-18,Pix
TX0012108,CLI1391,CLI0303,1066.68,2025-12-02,Pix
TX0012109,CLI0644,CLI0317,2926.05,2025-11-13,Pix
TX0012110,CLI0671,CLI1065,2118.61,2025-12-01,Pix
TX0012111,CLI1387,CLI0893,2161.94,2026-01-28,Pix
TX0012112,CLI0432,CLI0279,3593.08,2025-10-16,Pix
TX0012113,CLI0597,CLI1313,3724.44,2025-11-19,Pix
TX0012114,CLI1196,CLI1419,1391.9,2025-12-18,Pix
TX0012115,CLI0476,CLI0955,2582.41,2025-09-22,Pix
TX0012116,CLI0120,CLI0201,2496.57,2026-01-09,Pix
TX0012117,CLI0321,CLI1328,1462.3,2025-10-28,Pix
TX0012118,CLI0321,CLI0830,2724.52,2026-01-21,Pix
TX0012119,CLI0097,CLI0720,561.36,2025-11-03,Pix
TX0012120,CLI0122,CLI1387,956.31,2025-10-08,Pix
TX0012121,CLI1320,CLI0468,2964.07,2025-12-13,Pix
TX0012122,CLI1076,CLI0165,1472.67,2025-09-16,Pix
TX0012123,CLI0780,CLI1107,1395.14,2026-01-28,Pix
TX0012124,CLI0559,CLI0018,129.25,2025-11-10,Pix
TX0012125,CLI0679,CLI1114,2925.34,2025-10-21,Pix
TX0012126,CLI0344,CLI0279,7927.75,2025-12-29,Pix
TX0012127,CLI1309,CLI0588,2465.17,2026-02-24,Pix
TX0012128,CLI1211,CLI0757,841.24,2025-09-05,Pix
TX0012129,CLI0730,CLI1337,2240.64,2025-10-08,Pix
TX0012130,CLI1045,CLI0279,13451.57,2025-12-04,Pix
TX0012131,CLI1081,CLI0242,2849.07,2025-09-15,Pix
TX0012132,CLI1071,CLI1133,6291.58,2025-11-16,Pix
TX0012133,CLI1478,CLI0572,1631.17,2025-09-24,Pix
TX0012134,CLI1042,CLI0344,1284.79,2025-12-26,Pix
TX0012135,CLI0413,CLI0992,2495.08,2026-02-19,Pix
TX0012136,CLI0293,CLI0482,529.66,2026-01-17,Pix
TX0012137,CLI1358,CLI1052,1226.14,2025-10-18,Pix
TX0012138,CLI0689,CLI0138,1951.22,2025-12-25,Pix
TX0012139,CLI0629,CLI0227,1147.67,2025-11-02,Pix
TX0012140,CLI0041,CLI0604,671.25,2025-12-11,Pix
TX0012141,CLI0759,CLI0651,319.52,2025-10-04,Pix
TX0012142,CLI0358,CLI0967,927.06,2025-10-24,Pix
TX0012143,CLI0284,CLI1055,8017.4,2025-09-08,Pix
TX0012144,CLI0161,CLI0213,1057.48,2026-02-23,Pix
TX0012145,CLI1402,CLI0501,2255.35,2026-01-18,Pix
TX0012146,CLI1498,CLI1313,6041.29,2026-01-24,Pix
TX0012147,CLI1273,CLI0635,1122.64,2025-09-27,Pix
TX0012148,CLI0681,CLI0739,521.8,2025-09-25,Pix
TX0012149,CLI0695,CLI0322,2905.25,2025-09-12,Pix
TX0012150,CLI0360,CLI1030,2556.88,2026-01-05,Pix
TX0012151,CLI0902,CLI0069,1392.16,2025-10-10,Pix
TX0012152,CLI1210,CLI0793,7661.08,2025-12-02,Pix
TX0012153,CLI0987,CLI0357,32.03,2026-02-26,Pix
TX0012154,CLI0131,CLI0998,12254.47,2025-11-13,Pix
TX0012155,CLI1326,CLI0776,2453.19,2026-01-05,Pix
TX0012156,CLI0011,CLI0279,8500.23,2026-02-14,Pix
TX0012157,CLI0990,CLI1207,2851.27,2026-02-12,Pix
TX0012158,CLI1419,CLI0793,11787.45,2025-10-29,Pix
TX0012159,CLI0858,CLI1313,4313.35,2025-10-20,Pix
TX0012160,CLI0627,CLI0793,6281.05,2026-01-25,Pix
TX0012161,CLI0118,CLI1064,618.05,2025-10-13,Pix
TX0012162,CLI1194,CLI0425,1329.3,2026-02-25,Pix
TX0012163,CLI0841,CLI0839,925.02,2025-10-23,Pix
TX0012164,CLI1276,CLI1293,2378.31,2025-10-16,Pix
TX0012165,CLI1382,CLI1055,11211.99,2025-10-04,Pix
TX0012166,CLI0246,CLI0922,2998.92,2025-09-30,Pix
TX0012167,CLI1084,CLI0097,668.4,2025-11-13,Pix
TX0012168,CLI1341,CLI0989,227.55,2026-01-28,Pix
TX0012169,CLI0023,CLI0482,378.19,2025-12-12,Pix
TX0012170,CLI0001,CLI0123,1444.9,2025-09-09,Pix
TX0012171,CLI0118,CLI0279,2039.82,2025-11-19,Pix
TX0012172,CLI0797,CLI1342,2804.16,2026-01-14,Pix
TX0012173,CLI0504,CLI0372,1565.36,2026-01-29,Pix
TX0012174,CLI1268,CLI0793,14930.64,2025-10-06,Pix
TX0012175,CLI0900,CLI0993,90.59,2025-11-03,Pix
TX0012176,CLI1392,CLI1226,324.61,2026-01-29,Pix
TX0012177,CLI0082,CLI0386,130.89,2025-10-20,Pix
TX0012178,CLI1375,CLI0793,3153.72,2026-02-08,Pix
TX0012179,CLI0470,CLI0967,1607.32,2025-09-24,Pix
TX0012180,CLI0132,CLI0372,2120.95,2025-12-03,Pix
TX0012181,CLI1429,CLI0645,2068.31,2025-10-23,Pix
TX0012182,CLI0379,CLI1000,468.18,2025-10-26,Pix
TX0012183,CLI0826,CLI0376,2746.75,2025-10-20,Pix
TX0012184,CLI0067,CLI1040,1779.68,2025-10-18,Pix
TX0012185,CLI0414,CLI1331,2940.05,2025-12-21,Pix
TX0012186,CLI0718,CLI1060,1645.39,2025-11-13,Pix
TX0012187,CLI0098,CLI0150,1914.92,2026-02-14,Pix
TX0012188,CLI0846,CLI1241,1321.01,2025-12-11,Pix
TX0012189,CLI1277,CLI0338,2837.4,2025-12-28,Pix
TX0012190,CLI1491,CLI0814,2841.89,2025-09-08,Pix
TX0012191,CLI0048,CLI1055,12996.28,2025-11-03,Pix
TX0012192,CLI0455,CLI0463,2319.37,2026-01-06,Pix
TX0012193,CLI0081,CLI1468,59.87,2026-01-16,Pix
TX0012194,CLI1338,CLI0917,2062.51,2025-10-08,Pix
TX0012195,CLI1117,CLI1481,638.85,2025-10-09,Pix
TX0012196,CLI1387,CLI1028,2297.81,2026-01-22,Pix
TX0012197,CLI1060,CLI0185,2387.98,2025-09-03,Pix
TX0012198,CLI0867,CLI1390,489.81,2025-12-18,Pix
TX0012199,CLI0490,CLI0620,586.64,2025-09-18,Pix
TX0012200,CLI1453,CLI0279,12829.54,2026-03-01,Pix
TX0012201,CLI1339,CLI1202,194.55,2026-01-29,Pix
TX0012202,CLI1385,CLI0279,12185.3,2026-01-24,Pix
TX0012203,CLI0941,CLI1329,103.14,2025-12-12,Pix
TX0012204,CLI0089,CLI1117,1993.88,2025-10-11,Pix
TX0012205,CLI1449,CLI0042,65.1,2026-02-26,Pix
TX0012206,CLI0737,CLI0355,1007.02,2026-02-05,Pix
TX0012207,CLI0907,CLI0835,550.2,2025-09-29,Pix
TX0012208,CLI0293,CLI0371,1166.28,2025-09-22,Pix
TX0012209,CLI1330,CLI0581,504.56,2025-09-18,Pix
TX0012210,CLI1289,CLI1333,1541.93,2026-02-25,Pix
TX0012211,CLI1191,CLI0784,2988.71,2026-02-22,Pix
TX0012212,CLI1470,CLI0814,627.56,2025-10-23,Pix
TX0012213,CLI0753,CLI0175,1792.96,2026-02-24,Pix
TX0012214,CLI0740,CLI0492,2387.23,2025-10-16,Pix
TX0012215,CLI0670,CLI1368,2870.6,2025-12-08,Pix
TX0012216,CLI0076,CLI1248,2869.05,2025-10-21,Pix
TX0012217,CLI0490,CLI0500,2346.15,2025-10-06,Pix
TX0012218,CLI1370,CLI1132,2888.91,2025-09-17,Pix
TX0012219,CLI1261,CLI0235,963.62,2025-11-30,Pix
TX0012220,CLI0500,CLI0896,1503.96,2026-02-15,Pix
TX0012221,CLI0233,CLI0040,2533.08,2026-01-14,Pix
TX0012222,CLI0722,CLI0489,1972.71,2025-10-01,Pix
TX0012223,CLI0013,CLI0824,966.96,2025-11-13,Pix
TX0012224,CLI0410,CLI1088,2131.72,2025-12-11,Pix
TX0012225,CLI0276,CLI1414,1183.16,2025-10-14,Pix
TX0012226,CLI0605,CLI1133,2269.01,2025-11-04,Pix
TX0012227,CLI0394,CLI1364,2919.43,2025-11-15,Pix
TX0012228,CLI0087,CLI0793,5246.7,2025-12-04,Pix
TX0012229,CLI0896,CLI0854,882.04,2025-12-03,Pix
TX0012230,CLI0397,CLI0940,461.46,2025-09-02,Pix
TX0012231,CLI1117,CLI0045,2523.94,2025-09-06,Pix
TX0012232,CLI0760,CLI1057,147.53,2025-12-02,Pix
TX0012233,CLI1131,CLI0736,841.43,2026-01-08,Pix
TX0012234,CLI1166,CLI0437,291.9,2026-01-17,Pix
TX0012235,CLI1137,CLI1067,593.58,2025-10-05,Pix
TX0012236,CLI0510,CLI1133,8933.28,2026-01-31,Pix
TX0012237,CLI0391,CLI1101,1180.08,2025-12-12,Pix
TX0012238,CLI0166,CLI0793,2524.33,2025-09-10,Pix
TX0012239,CLI0789,CLI0637,2035.43,2025-11-29,Pix
TX0012240,CLI0757,CLI1262,1946.71,2025-12-01,Pix
TX0012241,CLI0758,CLI1278,1765.49,2025-12-03,Pix
TX0012242,CLI1188,CLI1261,2201.35,2025-12-14,Pix
TX0012243,CLI0450,CLI0132,2970.74,2025-11-23,Pix
TX0012244,CLI0849,CLI0965,566.57,2026-02-27,Pix
TX0012245,CLI1181,CLI0988,2541.33,2026-02-04,Pix
TX0012246,CLI0575,CLI0011,2326.65,2026-03-01,Pix
TX0012247,CLI0558,CLI0820,1993.81,2026-01-05,Pix
TX0012248,CLI0845,CLI0641,845.35,2026-01-14,Pix
TX0012249,CLI1424,CLI0389,2563.65,2025-09-11,Pix
TX0012250,CLI0860,CLI0415,798.55,2025-10-11,Pix
TX0012251,CLI1009,CLI1328,2552.21,2026-01-21,Pix
TX0012252,CLI1289,CLI0998,8333.01,2025-10-03,Pix
TX0012253,CLI0534,CLI0720,53.22,2026-02-10,Pix
TX0012254,CLI0747,CLI0728,165.13,2025-09-14,Pix
TX0012255,CLI0846,CLI1055,9874.19,2026-02-07,Pix
TX0012256,CLI0606,CLI0998,7531.58,2025-12-01,Pix
TX0012257,CLI1105,CLI0285,2737.26,2025-09-15,Pix
TX0012258,CLI0575,CLI0299,1506.89,2025-12-06,Pix
TX0012259,CLI1438,CLI0906,905.7,2026-01-12,Pix
TX0012260,CLI1329,CLI1476,2727.45,2026-01-13,Pix
TX0012261,CLI0396,CLI1163,331.5,2025-09-10,Pix
TX0012262,CLI1095,CLI0395,26.26,2025-09-24,Pix
TX0012263,CLI0144,CLI0964,261.78,2025-10-14,Pix
TX0012264,CLI0448,CLI1011,1829.94,2025-09-13,Pix
TX0012265,CLI1474,CLI0998,14560.83,2025-12-20,Pix
TX0012266,CLI1117,CLI0944,1911.33,2025-10-28,Pix
TX0012267,CLI0937,CLI1121,2998.05,2026-01-28,Pix
TX0012268,CLI1390,CLI0513,2041.78,2025-11-07,Pix
TX0012269,CLI1144,CLI0316,1019.03,2026-01-09,Pix
TX0012270,CLI1120,CLI0568,2329.64,2025-09-29,Pix
